u,v,u_adcode,v_adcode,u_reach,v_reach,u_prov,v_prov,cross_reach,cross_province
125,132,330205,330281,downstream,downstream,Zhejiang,Zhejiang,False,False
125,127,330205,330211,downstream,downstream,Zhejiang,Zhejiang,False,False
125,133,330205,330282,downstream,downstream,Zhejiang,Zhejiang,False,False
126,128,330206,330212,downstream,downstream,Zhejiang,Zhejiang,False,False
126,127,330206,330211,downstream,downstream,Zhejiang,Zhejiang,False,False
127,128,330211,330212,downstream,downstream,Zhejiang,Zhejiang,False,False
127,133,330211,330282,downstream,downstream,Zhejiang,Zhejiang,False,False
128,130,330212,330225,downstream,downstream,Zhejiang,Zhejiang,False,False
128,129,330212,330213,downstream,downstream,Zhejiang,Zhejiang,False,False
129,131,330213,330226,downstream,downstream,Zhejiang,Zhejiang,False,False
129,161,330213,330624,downstream,downstream,Zhejiang,Zhejiang,False,False
129,130,330213,330225,downstream,downstream,Zhejiang,Zhejiang,False,False
129,163,330213,330683,downstream,downstream,Zhejiang,Zhejiang,False,False
129,132,330213,330281,downstream,downstream,Zhejiang,Zhejiang,False,False
130,131,330225,330226,downstream,downstream,Zhejiang,Zhejiang,False,False
131,186,330226,331022,downstream,downstream,Zhejiang,Zhejiang,False,False
131,187,330226,331023,downstream,downstream,Zhejiang,Zhejiang,False,False
131,161,330226,330624,downstream,downstream,Zhejiang,Zhejiang,False,False
132,163,330281,330683,downstream,downstream,Zhejiang,Zhejiang,False,False
132,160,330281,330604,downstream,downstream,Zhejiang,Zhejiang,False,False
132,133,330281,330282,downstream,downstream,Zhejiang,Zhejiang,False,False
132,150,330281,330481,downstream,downstream,Zhejiang,Zhejiang,False,False
132,149,330281,330424,downstream,downstream,Zhejiang,Zhejiang,False,False
133,149,330282,330424,downstream,downstream,Zhejiang,Zhejiang,False,False
134,135,330302,330303,downstream,downstream,Zhejiang,Zhejiang,False,False
134,136,330302,330304,downstream,downstream,Zhejiang,Zhejiang,False,False
134,193,330302,331121,downstream,downstream,Zhejiang,Zhejiang,False,False
134,144,330302,330382,downstream,downstream,Zhejiang,Zhejiang,False,False
134,138,330302,330324,downstream,downstream,Zhejiang,Zhejiang,False,False
135,143,330303,330381,downstream,downstream,Zhejiang,Zhejiang,False,False
135,137,330303,330305,downstream,downstream,Zhejiang,Zhejiang,False,False
135,136,330303,330304,downstream,downstream,Zhejiang,Zhejiang,False,False
135,144,330303,330382,downstream,downstream,Zhejiang,Zhejiang,False,False
136,143,330304,330381,downstream,downstream,Zhejiang,Zhejiang,False,False
136,193,330304,331121,downstream,downstream,Zhejiang,Zhejiang,False,False
137,144,330305,330382,downstream,downstream,Zhejiang,Zhejiang,False,False
138,193,330324,331121,downstream,downstream,Zhejiang,Zhejiang,False,False
138,144,330324,330382,downstream,downstream,Zhejiang,Zhejiang,False,False
138,194,330324,331122,downstream,downstream,Zhejiang,Zhejiang,False,False
138,184,330324,331003,downstream,downstream,Zhejiang,Zhejiang,False,False
138,188,330324,331024,downstream,downstream,Zhejiang,Zhejiang,False,False
139,140,330326,330327,downstream,downstream,Zhejiang,Zhejiang,False,False
139,145,330326,330383,downstream,downstream,Zhejiang,Zhejiang,False,False
139,141,330326,330328,downstream,downstream,Zhejiang,Zhejiang,False,False
139,143,330326,330381,downstream,downstream,Zhejiang,Zhejiang,False,False
140,142,330327,330329,downstream,downstream,Zhejiang,Zhejiang,False,False
140,145,330327,330383,downstream,downstream,Zhejiang,Zhejiang,False,False
140,141,330327,330328,downstream,downstream,Zhejiang,Zhejiang,False,False
141,142,330328,330329,downstream,downstream,Zhejiang,Zhejiang,False,False
141,143,330328,330381,downstream,downstream,Zhejiang,Zhejiang,False,False
141,199,330328,331127,downstream,downstream,Zhejiang,Zhejiang,False,False
141,193,330328,331121,downstream,downstream,Zhejiang,Zhejiang,False,False
142,199,330329,331127,downstream,downstream,Zhejiang,Zhejiang,False,False
143,193,330381,331121,downstream,downstream,Zhejiang,Zhejiang,False,False
144,191,330382,331083,downstream,downstream,Zhejiang,Zhejiang,False,False
144,189,330382,331081,downstream,downstream,Zhejiang,Zhejiang,False,False
144,184,330382,331003,downstream,downstream,Zhejiang,Zhejiang,False,False
146,149,330402,330424,downstream,downstream,Zhejiang,Zhejiang,False,False
146,151,330402,330482,downstream,downstream,Zhejiang,Zhejiang,False,False
146,147,330402,330411,downstream,downstream,Zhejiang,Zhejiang,False,False
146,148,330402,330421,downstream,downstream,Zhejiang,Zhejiang,False,False
147,150,330411,330481,downstream,downstream,Zhejiang,Zhejiang,False,False
147,149,330411,330424,downstream,downstream,Zhejiang,Zhejiang,False,False
147,152,330411,330483,downstream,downstream,Zhejiang,Zhejiang,False,False
147,148,330411,330421,downstream,downstream,Zhejiang,Zhejiang,False,False
148,151,330421,330482,downstream,downstream,Zhejiang,Zhejiang,False,False
149,160,330424,330604,downstream,downstream,Zhejiang,Zhejiang,False,False
149,150,330424,330481,downstream,downstream,Zhejiang,Zhejiang,False,False
149,151,330424,330482,downstream,downstream,Zhejiang,Zhejiang,False,False
150,159,330481,330603,downstream,downstream,Zhejiang,Zhejiang,False,False
150,160,330481,330604,downstream,downstream,Zhejiang,Zhejiang,False,False
150,152,330481,330483,downstream,downstream,Zhejiang,Zhejiang,False,False
152,155,330483,330521,downstream,downstream,Zhejiang,Zhejiang,False,False
152,154,330483,330503,downstream,downstream,Zhejiang,Zhejiang,False,False
153,157,330502,330523,downstream,downstream,Zhejiang,Zhejiang,False,False
153,155,330502,330521,downstream,downstream,Zhejiang,Zhejiang,False,False
153,154,330502,330503,downstream,downstream,Zhejiang,Zhejiang,False,False
153,156,330502,330522,downstream,downstream,Zhejiang,Zhejiang,False,False
154,155,330503,330521,downstream,downstream,Zhejiang,Zhejiang,False,False
155,157,330521,330523,downstream,downstream,Zhejiang,Zhejiang,False,False
156,157,330522,330523,downstream,downstream,Zhejiang,Zhejiang,False,False
156,304,330522,341882,downstream,downstream,Zhejiang,Anhui,False,True
157,303,330523,341881,downstream,downstream,Zhejiang,Anhui,False,True
157,304,330523,341882,downstream,downstream,Zhejiang,Anhui,False,True
158,159,330602,330603,downstream,downstream,Zhejiang,Zhejiang,False,False
158,160,330602,330604,downstream,downstream,Zhejiang,Zhejiang,False,False
159,163,330603,330683,downstream,downstream,Zhejiang,Zhejiang,False,False
159,162,330603,330681,downstream,downstream,Zhejiang,Zhejiang,False,False
159,160,330603,330604,downstream,downstream,Zhejiang,Zhejiang,False,False
160,163,330604,330683,downstream,downstream,Zhejiang,Zhejiang,False,False
161,168,330624,330727,downstream,downstream,Zhejiang,Zhejiang,False,False
161,187,330624,331023,downstream,downstream,Zhejiang,Zhejiang,False,False
161,171,330624,330783,downstream,downstream,Zhejiang,Zhejiang,False,False
161,163,330624,330683,downstream,downstream,Zhejiang,Zhejiang,False,False
162,170,330681,330782,downstream,downstream,Zhejiang,Zhejiang,False,False
162,171,330681,330783,downstream,downstream,Zhejiang,Zhejiang,False,False
162,163,330681,330683,downstream,downstream,Zhejiang,Zhejiang,False,False
162,167,330681,330726,downstream,downstream,Zhejiang,Zhejiang,False,False
163,171,330683,330783,downstream,downstream,Zhejiang,Zhejiang,False,False
164,195,330702,331123,downstream,downstream,Zhejiang,Zhejiang,False,False
164,166,330702,330723,downstream,downstream,Zhejiang,Zhejiang,False,False
164,177,330702,330825,downstream,downstream,Zhejiang,Zhejiang,False,False
164,165,330702,330703,downstream,downstream,Zhejiang,Zhejiang,False,False
164,169,330702,330781,downstream,downstream,Zhejiang,Zhejiang,False,False
165,166,330703,330723,downstream,downstream,Zhejiang,Zhejiang,False,False
165,169,330703,330781,downstream,downstream,Zhejiang,Zhejiang,False,False
165,170,330703,330782,downstream,downstream,Zhejiang,Zhejiang,False,False
166,196,330723,331124,downstream,downstream,Zhejiang,Zhejiang,False,False
166,192,330723,331102,downstream,downstream,Zhejiang,Zhejiang,False,False
166,195,330723,331123,downstream,downstream,Zhejiang,Zhejiang,False,False
166,194,330723,331122,downstream,downstream,Zhejiang,Zhejiang,False,False
166,170,330723,330782,downstream,downstream,Zhejiang,Zhejiang,False,False
166,172,330723,330784,downstream,downstream,Zhejiang,Zhejiang,False,False
167,169,330726,330781,downstream,downstream,Zhejiang,Zhejiang,False,False
167,170,330726,330782,downstream,downstream,Zhejiang,Zhejiang,False,False
168,194,330727,331122,downstream,downstream,Zhejiang,Zhejiang,False,False
168,188,330727,331024,downstream,downstream,Zhejiang,Zhejiang,False,False
168,172,330727,330784,downstream,downstream,Zhejiang,Zhejiang,False,False
168,187,330727,331023,downstream,downstream,Zhejiang,Zhejiang,False,False
168,171,330727,330783,downstream,downstream,Zhejiang,Zhejiang,False,False
169,177,330781,330825,downstream,downstream,Zhejiang,Zhejiang,False,False
169,170,330781,330782,downstream,downstream,Zhejiang,Zhejiang,False,False
170,172,330782,330784,downstream,downstream,Zhejiang,Zhejiang,False,False
170,171,330782,330783,downstream,downstream,Zhejiang,Zhejiang,False,False
171,172,330783,330784,downstream,downstream,Zhejiang,Zhejiang,False,False
172,194,330784,331122,downstream,downstream,Zhejiang,Zhejiang,False,False
173,178,330802,330881,downstream,downstream,Zhejiang,Zhejiang,False,False
173,174,330802,330803,downstream,downstream,Zhejiang,Zhejiang,False,False
173,175,330802,330822,downstream,downstream,Zhejiang,Zhejiang,False,False
174,178,330803,330881,downstream,downstream,Zhejiang,Zhejiang,False,False
174,195,330803,331123,downstream,downstream,Zhejiang,Zhejiang,False,False
174,175,330803,330822,downstream,downstream,Zhejiang,Zhejiang,False,False
174,177,330803,330825,downstream,downstream,Zhejiang,Zhejiang,False,False
175,178,330822,330881,downstream,downstream,Zhejiang,Zhejiang,False,False
175,396,330822,361123,downstream,midstream,Zhejiang,Jiangxi,True,True
175,176,330822,330824,downstream,downstream,Zhejiang,Zhejiang,False,False
176,396,330824,361123,downstream,midstream,Zhejiang,Jiangxi,True,True
176,404,330824,361181,downstream,midstream,Zhejiang,Jiangxi,True,True
176,403,330824,361130,downstream,midstream,Zhejiang,Jiangxi,True,True
176,259,330824,341022,downstream,downstream,Zhejiang,Anhui,False,True
177,195,330825,331123,downstream,downstream,Zhejiang,Zhejiang,False,False
178,394,330881,361103,downstream,midstream,Zhejiang,Jiangxi,True,True
178,195,330881,331123,downstream,downstream,Zhejiang,Zhejiang,False,False
178,396,330881,361123,downstream,midstream,Zhejiang,Jiangxi,True,True
179,180,330902,330903,downstream,downstream,Zhejiang,Zhejiang,False,False
183,185,331002,331004,downstream,downstream,Zhejiang,Zhejiang,False,False
183,184,331002,331003,downstream,downstream,Zhejiang,Zhejiang,False,False
183,190,331002,331082,downstream,downstream,Zhejiang,Zhejiang,False,False
184,189,331003,331081,downstream,downstream,Zhejiang,Zhejiang,False,False
184,185,331003,331004,downstream,downstream,Zhejiang,Zhejiang,False,False
184,188,331003,331024,downstream,downstream,Zhejiang,Zhejiang,False,False
184,190,331003,331082,downstream,downstream,Zhejiang,Zhejiang,False,False
185,189,331004,331081,downstream,downstream,Zhejiang,Zhejiang,False,False
186,190,331022,331082,downstream,downstream,Zhejiang,Zhejiang,False,False
186,187,331022,331023,downstream,downstream,Zhejiang,Zhejiang,False,False
187,188,331023,331024,downstream,downstream,Zhejiang,Zhejiang,False,False
187,190,331023,331082,downstream,downstream,Zhejiang,Zhejiang,False,False
188,194,331024,331122,downstream,downstream,Zhejiang,Zhejiang,False,False
188,190,331024,331082,downstream,downstream,Zhejiang,Zhejiang,False,False
189,191,331081,331083,downstream,downstream,Zhejiang,Zhejiang,False,False
192,199,331102,331127,downstream,downstream,Zhejiang,Zhejiang,False,False
192,197,331102,331125,downstream,downstream,Zhejiang,Zhejiang,False,False
192,196,331102,331124,downstream,downstream,Zhejiang,Zhejiang,False,False
192,193,331102,331121,downstream,downstream,Zhejiang,Zhejiang,False,False
192,194,331102,331122,downstream,downstream,Zhejiang,Zhejiang,False,False
193,199,331121,331127,downstream,downstream,Zhejiang,Zhejiang,False,False
193,194,331121,331122,downstream,downstream,Zhejiang,Zhejiang,False,False
195,200,331123,331181,downstream,downstream,Zhejiang,Zhejiang,False,False
195,196,331123,331124,downstream,downstream,Zhejiang,Zhejiang,False,False
196,200,331124,331181,downstream,downstream,Zhejiang,Zhejiang,False,False
196,197,331124,331125,downstream,downstream,Zhejiang,Zhejiang,False,False
197,199,331125,331127,downstream,downstream,Zhejiang,Zhejiang,False,False
197,200,331125,331181,downstream,downstream,Zhejiang,Zhejiang,False,False
198,199,331126,331127,downstream,downstream,Zhejiang,Zhejiang,False,False
198,200,331126,331181,downstream,downstream,Zhejiang,Zhejiang,False,False
199,200,331127,331181,downstream,downstream,Zhejiang,Zhejiang,False,False
201,202,340102,340103,downstream,downstream,Anhui,Anhui,False,False
201,206,340102,340122,downstream,downstream,Anhui,Anhui,False,False
201,205,340102,340121,downstream,downstream,Anhui,Anhui,False,False
201,204,340102,340111,downstream,downstream,Anhui,Anhui,False,False
202,205,340103,340121,downstream,downstream,Anhui,Anhui,False,False
202,204,340103,340111,downstream,downstream,Anhui,Anhui,False,False
202,203,340103,340104,downstream,downstream,Anhui,Anhui,False,False
203,205,340104,340121,downstream,downstream,Anhui,Anhui,False,False
203,230,340104,340422,downstream,downstream,Anhui,Anhui,False,False
203,207,340104,340123,downstream,downstream,Anhui,Anhui,False,False
203,204,340104,340111,downstream,downstream,Anhui,Anhui,False,False
204,206,340111,340122,downstream,downstream,Anhui,Anhui,False,False
204,207,340111,340123,downstream,downstream,Anhui,Anhui,False,False
205,206,340121,340122,downstream,downstream,Anhui,Anhui,False,False
205,230,340121,340422,downstream,downstream,Anhui,Anhui,False,False
205,225,340121,340403,downstream,downstream,Anhui,Anhui,False,False
205,224,340121,340402,downstream,downstream,Anhui,Anhui,False,False
205,266,340121,341125,downstream,downstream,Anhui,Anhui,False,False
206,208,340122,340124,downstream,downstream,Anhui,Anhui,False,False
206,265,340122,341124,downstream,downstream,Anhui,Anhui,False,False
206,209,340122,340181,downstream,downstream,Anhui,Anhui,False,False
206,207,340122,340123,downstream,downstream,Anhui,Anhui,False,False
206,263,340122,341103,downstream,downstream,Anhui,Anhui,False,False
206,266,340122,341125,downstream,downstream,Anhui,Anhui,False,False
207,208,340123,340124,downstream,downstream,Anhui,Anhui,False,False
207,287,340123,341523,downstream,downstream,Anhui,Anhui,False,False
207,283,340123,341502,downstream,downstream,Anhui,Anhui,False,False
207,230,340123,340422,downstream,downstream,Anhui,Anhui,False,False
208,244,340124,340722,downstream,downstream,Anhui,Anhui,False,False
208,253,340124,340881,downstream,downstream,Anhui,Anhui,False,False
208,216,340124,340281,downstream,downstream,Anhui,Anhui,False,False
208,287,340124,341523,downstream,downstream,Anhui,Anhui,False,False
208,209,340124,340181,downstream,downstream,Anhui,Anhui,False,False
209,216,340181,340281,downstream,downstream,Anhui,Anhui,False,False
209,265,340181,341124,downstream,downstream,Anhui,Anhui,False,False
209,235,340181,340522,downstream,downstream,Anhui,Anhui,False,False
210,215,340202,340223,downstream,downstream,Anhui,Anhui,False,False
210,213,340202,340210,downstream,downstream,Anhui,Anhui,False,False
210,216,340202,340281,downstream,downstream,Anhui,Anhui,False,False
210,212,340202,340209,downstream,downstream,Anhui,Anhui,False,False
210,211,340202,340207,downstream,downstream,Anhui,Anhui,False,False
211,214,340207,340211,downstream,downstream,Anhui,Anhui,False,False
211,213,340207,340210,downstream,downstream,Anhui,Anhui,False,False
211,216,340207,340281,downstream,downstream,Anhui,Anhui,False,False
211,212,340207,340209,downstream,downstream,Anhui,Anhui,False,False
211,234,340207,340521,downstream,downstream,Anhui,Anhui,False,False
211,235,340207,340522,downstream,downstream,Anhui,Anhui,False,False
211,236,340207,340523,downstream,downstream,Anhui,Anhui,False,False
212,215,340209,340223,downstream,downstream,Anhui,Anhui,False,False
212,214,340209,340211,downstream,downstream,Anhui,Anhui,False,False
213,215,340210,340223,downstream,downstream,Anhui,Anhui,False,False
213,298,340210,341802,downstream,downstream,Anhui,Anhui,False,False
213,234,340210,340521,downstream,downstream,Anhui,Anhui,False,False
214,242,340211,340706,downstream,downstream,Anhui,Anhui,False,False
214,215,340211,340223,downstream,downstream,Anhui,Anhui,False,False
214,216,340211,340281,downstream,downstream,Anhui,Anhui,False,False
215,297,340223,341723,downstream,downstream,Anhui,Anhui,False,False
215,300,340223,341823,downstream,downstream,Anhui,Anhui,False,False
215,242,340223,340706,downstream,downstream,Anhui,Anhui,False,False
215,298,340223,341802,downstream,downstream,Anhui,Anhui,False,False
216,243,340281,340711,downstream,downstream,Anhui,Anhui,False,False
216,244,340281,340722,downstream,downstream,Anhui,Anhui,False,False
216,242,340281,340706,downstream,downstream,Anhui,Anhui,False,False
