adcode,name_zh,level,province,reach,prefecture_zh,area_km2,county_id,ndvi_mean,n_obs,year
341126,凤阳县,district,Anhui,downstream,滁州市,1921.9878710716212,341126,0.45836760136767396,53814,2020
341181,天长市,district,Anhui,downstream,滁州市,1754.1820437707177,341181,0.448145729723092,48861,2020
341182,明光市,district,Anhui,downstream,滁州市,2360.938724315175,341182,0.456897878085243,65554,2020
341202,颍州区,district,Anhui,downstream,阜阳市,613.7587350972798,341202,0.45055643141385776,17088,2020
341203,颍东区,district,Anhui,downstream,阜阳市,678.366580699813,341203,0.4822056186868686,19008,2020
341204,颍泉区,district,Anhui,downstream,阜阳市,652.052386083288,341204,0.4874224759088919,18264,2020
341221,临泉县,district,Anhui,downstream,阜阳市,1839.233674958785,341221,0.5280099774037714,51336,2020
341222,太和县,district,Anhui,downstream,阜阳市,1859.6914468086723,341222,0.5473673896323644,52008,2020
341225,阜南县,district,Anhui,downstream,阜阳市,1810.9231916522733,341225,0.4832713554584466,50802,2020
341226,颍上县,district,Anhui,downstream,阜阳市,2003.4322983945226,341226,0.46804138232253034,56094,2020
341282,界首市,district,Anhui,downstream,阜阳市,664.0641108215383,341282,0.5372169368785129,18504,2020
341302,埇桥区,district,Anhui,downstream,宿州市,2905.7168553382444,341302,0.5464403846153845,81120,2020
341321,砀山县,district,Anhui,downstream,宿州市,1198.9817740571723,341321,0.49635086545324775,33624,2020
341322,萧县,district,Anhui,downstream,宿州市,1847.9502753883917,341322,0.5445529609846727,51672,2020
341323,灵璧县,district,Anhui,downstream,宿州市,2130.884264900822,341323,0.5571834836339347,59880,2020
341324,泗县,district,Anhui,downstream,宿州市,1850.603374718374,341324,0.5396411985453421,51696,2020
341502,金安区,district,Anhui,downstream,六安市,1655.3208782253164,341502,0.4419919084628671,46320,2020
341503,裕安区,district,Anhui,downstream,六安市,1904.8979504930367,341503,0.44898594708121586,53327,2020
341504,叶集区,district,Anhui,downstream,六安市,566.797319901412,341504,0.39601914880040834,15672,2020
341522,霍邱县,district,Anhui,downstream,六安市,3227.0907312707463,341522,0.39347948433355157,90097,2020
341523,舒城县,district,Anhui,downstream,六安市,2121.1701507333128,341523,0.5302445467111696,59322,2020
341524,金寨县,district,Anhui,downstream,六安市,3918.8193748352755,341524,0.5838454817381789,109655,2020
341525,霍山县,district,Anhui,downstream,六安市,2046.2885487034475,341525,0.5812003028764509,57119,2020
341602,谯城区,district,Anhui,downstream,亳州市,2265.6371076463465,341602,0.5294352244074635,63456,2020
341621,涡阳县,district,Anhui,downstream,亳州市,2109.608301399785,341621,0.5755145163478499,58968,2020
341622,蒙城县,district,Anhui,downstream,亳州市,2142.586175942838,341622,0.5619670622996796,59904,2020
341623,利辛县,district,Anhui,downstream,亳州市,2011.309315195492,341623,0.5335922326641037,56184,2020
341702,贵池区,district,Anhui,downstream,池州市,2514.775261823752,341702,0.5446988978441034,70226,2020
341721,东至县,district,Anhui,downstream,池州市,3264.2760210902065,341721,0.5763016251247355,91193,2020
341722,石台县,district,Anhui,downstream,池州市,1429.5188649595768,341722,0.6374003276310526,39984,2020
341723,青阳县,district,Anhui,downstream,池州市,1194.166013067355,341723,0.590376107519157,33408,2020
341802,宣州区,district,Anhui,downstream,宣城市,2632.267410727774,341802,0.5112604254794857,73047,2020
341821,郎溪县,district,Anhui,downstream,宣城市,1101.625827929153,341821,0.4876500828271674,30787,2020
341823,泾县,district,Anhui,downstream,宣城市,2035.9922387839435,341823,0.6334137611950744,57168,2020
341824,绩溪县,district,Anhui,downstream,宣城市,1111.9240284860919,341824,0.6083133320433436,31008,2020
341825,旌德县,district,Anhui,downstream,宣城市,903.5139208141164,341825,0.5902524842022119,25320,2020
341881,宁国市,district,Anhui,downstream,宣城市,2427.2548587043675,341881,0.6280375029519425,67752,2020
341882,广德市,district,Anhui,downstream,宣城市,2109.985696100287,341882,0.5725217873119156,59016,2020
360102,东湖区,district,Jiangxi,midstream,南昌市,55.438449543208975,360102,0.2525836978131213,1509,2020
360103,西湖区,district,Jiangxi,midstream,南昌市,34.67313309565516,360103,0.2269113247863248,936,2020
360104,青云谱区,district,Jiangxi,midstream,南昌市,36.88684465783203,360104,0.2370974431818182,1056,2020
360111,青山湖区,district,Jiangxi,midstream,南昌市,262.7025828074559,360111,0.34002717524093934,7367,2020
360112,新建区,district,Jiangxi,midstream,南昌市,2198.9769661640435,360112,0.4048435016515682,61154,2020
360113,红谷滩区,district,Jiangxi,midstream,南昌市,195.6951590835792,360113,0.325325049558479,5549,2020
360121,南昌县,district,Jiangxi,midstream,南昌市,1808.190192714385,360121,0.3593888886688976,50507,2020
360123,安义县,district,Jiangxi,midstream,南昌市,664.8719936424603,360123,0.5134123923341949,18576,2020
360124,进贤县,district,Jiangxi,midstream,南昌市,1937.6521636491213,360124,0.4050812780520646,53472,2020
360202,昌江区,district,Jiangxi,midstream,景德镇市,324.7732660725915,360202,0.5479538461538462,9048,2020
360203,珠山区,district,Jiangxi,midstream,景德镇市,113.60791308218471,360203,0.5069893248175183,3288,2020
360222,浮梁县,district,Jiangxi,midstream,景德镇市,2831.515404499308,360222,0.6511269260887134,79176,2020
360281,乐平市,district,Jiangxi,midstream,景德镇市,1982.7177770678134,360281,0.5725249783080261,55320,2020
360302,安源区,district,Jiangxi,midstream,萍乡市,212.48884585472334,360302,0.48000065000000003,6000,2020
360313,湘东区,district,Jiangxi,midstream,萍乡市,856.7814945507386,360313,0.5623160008375209,23880,2020
360321,莲花县,district,Jiangxi,midstream,萍乡市,1065.944136146615,360321,0.6030830280461619,29808,2020
360322,上栗县,district,Jiangxi,midstream,萍乡市,728.2416986310417,360322,0.523624339012926,20424,2020
360323,芦溪县,district,Jiangxi,midstream,萍乡市,958.379034562461,360323,0.6089455829596413,26760,2020
360402,濂溪区,district,Jiangxi,midstream,九江市,400.15837630658876,360402,0.39366107496211794,11219,2020
360403,浔阳区,district,Jiangxi,midstream,九江市,48.001345996948146,360403,0.21743996901626653,1291,2020
360404,柴桑区,district,Jiangxi,midstream,九江市,887.9961248913513,360404,0.45798717284899493,24721,2020
360423,武宁县,district,Jiangxi,midstream,九江市,3528.907809994969,360423,0.5893209234259327,98741,2020
360424,修水县,district,Jiangxi,midstream,九江市,4498.6831157352035,360424,0.5858095073445252,125808,2020
360425,永修县,district,Jiangxi,midstream,九江市,1945.8776265286533,360425,0.4303708167312219,53959,2020
360426,德安县,district,Jiangxi,midstream,九江市,853.4888828648834,360426,0.5738199009324008,24024,2020
360428,都昌县,district,Jiangxi,midstream,九江市,2226.2540609858424,360428,0.3911318660523283,60770,2020
360429,湖口县,district,Jiangxi,midstream,九江市,667.7606695519828,360429,0.4300263972484952,18608,2020
360430,彭泽县,district,Jiangxi,midstream,九江市,1548.5480599892667,360430,0.5260298841752721,42996,2020
360481,瑞昌市,district,Jiangxi,midstream,九江市,1428.575131319096,360481,0.5655554871024292,39930,2020
360482,共青城市,district,Jiangxi,midstream,九江市,304.7694194408603,360482,0.3637289498359119,8532,2020
360483,庐山市,district,Jiangxi,midstream,九江市,770.1451378492487,360483,0.42714059021363276,21111,2020
360502,渝水区,district,Jiangxi,midstream,新余市,1792.9430799886527,360502,0.48809556496501283,50304,2020
360521,分宜县,district,Jiangxi,midstream,新余市,1372.864415934072,360521,0.5799827954741436,38269,2020
360602,月湖区,district,Jiangxi,midstream,鹰潭市,137.3253167513237,360602,0.3730893149284253,3912,2020
360603,余江区,district,Jiangxi,midstream,鹰潭市,930.605027398769,360603,0.509116222017786,26088,2020
360681,贵溪市,district,Jiangxi,midstream,鹰潭市,2479.0632064812976,360681,0.5921839089912282,69312,2020
360702,章贡区,district,Jiangxi,midstream,赣州市,591.319208488803,360702,0.4859337728805395,16608,2020
360703,南康区,district,Jiangxi,midstream,赣州市,1740.4298067739564,360703,0.5757569478704162,48648,2020
360704,赣县区,district,Jiangxi,midstream,赣州市,2987.273378102233,360704,0.6137551659391262,83615,2020
360722,信丰县,district,Jiangxi,midstream,赣州市,2866.6780978602183,360722,0.6109508827473179,80544,2020
360723,大余县,district,Jiangxi,midstream,赣州市,1345.3442328613287,360723,0.6327923963620979,37824,2020
360724,上犹县,district,Jiangxi,midstream,赣州市,1535.697107335186,360724,0.64761011039687,42936,2020
360725,崇义县,district,Jiangxi,midstream,赣州市,2205.15875354076,360725,0.6658172105672107,61776,2020
360726,安远县,district,Jiangxi,midstream,赣州市,2363.6326122264177,360726,0.6530405193236717,66240,2020
360728,定南县,district,Jiangxi,midstream,赣州市,1321.3758952487754,360728,0.642111961230236,36936,2020
360729,全南县,district,Jiangxi,midstream,赣州市,1533.8417267049902,360729,0.659865855189732,43008,2020
360730,宁都县,district,Jiangxi,midstream,赣州市,4051.055865035267,360730,0.6200545134488099,113616,2020
360731,于都县,district,Jiangxi,midstream,赣州市,2890.8217134985393,360731,0.5973678007816363,80856,2020
360732,兴国县,district,Jiangxi,midstream,赣州市,3213.9462137252276,360732,0.5987992996264678,89952,2020
360733,会昌县,district,Jiangxi,midstream,赣州市,2706.546679791455,360733,0.6544863507109006,75960,2020
360734,寻乌县,district,Jiangxi,midstream,赣州市,2336.71606604736,360734,0.6472612438949942,65520,2020
360735,石城县,district,Jiangxi,midstream,赣州市,1567.861595704627,360735,0.6482000730994151,43776,2020
360781,瑞金市,district,Jiangxi,midstream,赣州市,2439.3667849791464,360781,0.6498421385577373,68448,2020
360783,龙南市,district,Jiangxi,midstream,赣州市,1644.8942677450514,360783,0.6332423661800487,46032,2020
360802,吉州区,district,Jiangxi,midstream,吉安市,429.59052625955667,360802,0.4458728979659063,12143,2020
360803,青原区,district,Jiangxi,midstream,吉安市,914.3509588774181,360803,0.6043874647224837,25512,2020
360821,吉安县,district,Jiangxi,midstream,吉安市,2122.7223195402444,360821,0.5764758715038505,59208,2020
360822,吉水县,district,Jiangxi,midstream,吉安市,2509.451557493662,360822,0.5927233791580597,70195,2020
360823,峡江县,district,Jiangxi,midstream,吉安市,1296.7803830153337,360823,0.5781053436800973,36211,2020
360824,新干县,district,Jiangxi,midstream,吉安市,1243.5226627617428,360824,0.5372003093137816,34916,2020
360825,永丰县,district,Jiangxi,midstream,吉安市,2699.6110634633146,360825,0.6302353829899634,75720,2020
360826,泰和县,district,Jiangxi,midstream,吉安市,2503.0502560419577,360826,0.5954080785218087,70248,2020
360827,遂川县,district,Jiangxi,midstream,吉安市,3102.656388593549,360827,0.6685592104656523,86760,2020
360828,万安县,district,Jiangxi,midstream,吉安市,2039.8135043315342,360828,0.6054658372903925,57071,2020
360829,安福县,district,Jiangxi,midstream,吉安市,2787.0131375126753,360829,0.6236024217948717,78000,2020
360830,永新县,district,Jiangxi,midstream,吉安市,2181.9270895225964,360830,0.6155330468238374,61080,2020
360881,井冈山市,district,Jiangxi,midstream,吉安市,1443.338792734898,360881,0.684285979897009,40392,2020
360902,袁州区,district,Jiangxi,midstream,宜春市,2531.4595536763827,360902,0.561610265189945,70968,2020
360921,奉新县,district,Jiangxi,midstream,宜春市,1646.3985509286288,360921,0.5705408589543165,46056,2020
360922,万载县,district,Jiangxi,midstream,宜春市,1710.4295198852237,360922,0.5594076089679357,47904,2020
360923,上高县,district,Jiangxi,midstream,宜春市,1350.2480722082948,360923,0.5132674427844883,37752,2020
360924,宜丰县,district,Jiangxi,midstream,宜春市,1931.2994946506458,360924,0.5695339800443457,54120,2020
360925,靖安县,district,Jiangxi,midstream,宜春市,1378.7583807497226,360925,0.6479354916253101,38688,2020
360926,铜鼓县,district,Jiangxi,midstream,宜春市,1554.7202494980393,360926,0.623881853647276,43320,2020
360981,丰城市,district,Jiangxi,midstream,宜春市,2828.6721997895656,360981,0.48930033958643687,79214,2020
360982,樟树市,district,Jiangxi,midstream,宜春市,1285.3954072839895,360982,0.43173105751495183,35782,2020
360983,高安市,district,Jiangxi,midstream,宜春市,2441.4649372501353,360983,0.48363803711509207,68328,2020
361002,临川区,district,Jiangxi,midstream,抚州市,2120.854794234236,361002,0.5050828379771218,59183,2020
361003,东乡区,district,Jiangxi,midstream,抚州市,1260.7744404030923,361003,0.5370580035691018,35303,2020
361021,南城县,district,Jiangxi,midstream,抚州市,1709.24782019623,361021,0.6184326034367703,47952,2020
361022,黎川县,district,Jiangxi,midstream,抚州市,1708.226233553219,361022,0.6547356736877297,47856,2020
361023,南丰县,district,Jiangxi,midstream,抚州市,1922.2228523269955,361023,0.651963893217572,53904,2020
361024,崇仁县,district,Jiangxi,midstream,抚州市,1513.5921511052204,361024,0.5764751158063909,42312,2020
361025,乐安县,district,Jiangxi,midstream,抚州市,2410.730980190617,361025,0.6424771603840683,67488,2020
361026,宜黄县,district,Jiangxi,midstream,抚州市,1940.9768407647819,361026,0.6839512944983818,54384,2020
361027,金溪县,district,Jiangxi,midstream,抚州市,1357.7771988517586,361027,0.571384231051089,38208,2020
361028,资溪县,district,Jiangxi,midstream,抚州市,1254.092995795324,361028,0.6962146004331967,35088,2020
361030,广昌县,district,Jiangxi,midstream,抚州市,1602.8505177078819,361030,0.6543356740064443,44688,2020
361102,信州区,district,Jiangxi,midstream,上饶市,315.8189381396611,361102,0.5065939008042895,8952,2020
361103,广丰区,district,Jiangxi,midstream,上饶市,1374.9479486460177,361103,0.5937866344354334,38472,2020
361104,广信区,district,Jiangxi,midstream,上饶市,2235.544450810554,361104,0.6036594929622523,62520,2020
361123,玉山县,district,Jiangxi,midstream,上饶市,1735.930230086238,361123,0.6174936323092167,48432,2020
361124,铅山县,district,Jiangxi,midstream,上饶市,2182.0783633509127,361124,0.6496032154551408,61080,2020
361125,横峰县,district,Jiangxi,midstream,上饶市,650.5790420398001,361125,0.5925500603070173,18240,2020
361126,弋阳县,district,Jiangxi,midstream,上饶市,1584.7834143283117,361126,0.6050270619253649,44376,2020
361127,余干县,district,Jiangxi,midstream,上饶市,2352.617704634918,361127,0.4150648378512193,64632,2020
361128,鄱阳县,district,Jiangxi,midstream,上饶市,4132.920752079172,361128,0.48059175184196096,114959,2020
361129,万年县,district,Jiangxi,midstream,上饶市,1154.341139911328,361129,0.5711658438505319,32328,2020
361130,婺源县,district,Jiangxi,midstream,上饶市,2968.7578362698714,361130,0.6559542448292449,83160,2020
361181,德兴市,district,Jiangxi,midstream,上饶市,2081.8707940098825,361181,0.6461716038577705,58272,2020
420102,江岸区,district,Hubei,midstream,武汉市,80.97270574423324,420102,0.2281207232267037,2157,2020
420103,江汉区,district,Hubei,midstream,武汉市,28.506906436486616,420103,0.21427828106852498,861,2020
420104,硚口区,district,Hubei,midstream,武汉市,40.300513359673374,420104,0.24762953703703705,1080,2020
420105,汉阳区,district,Hubei,midstream,武汉市,112.45069486358896,420105,0.23424324151185139,3122,2020
420106,武昌区,district,Hubei,midstream,武汉市,100.20061910330976,420106,0.22328298649142025,2739,2020
420107,青山区,district,Hubei,midstream,武汉市,91.60307133866473,420107,0.2782410225442834,2484,2020
420111,洪山区,district,Hubei,midstream,武汉市,514.2210252329003,420111,0.30657769123783046,14380,2020
420112,东西湖区,district,Hubei,midstream,武汉市,491.8604631833799,420112,0.3617413747810858,13704,2020
420113,汉南区,district,Hubei,midstream,武汉市,289.05750560492805,420113,0.31560859218436876,7984,2020
420114,蔡甸区,district,Hubei,midstream,武汉市,1088.4388050042191,420114,0.35906131988396633,30336,2020
420115,江夏区,district,Hubei,midstream,武汉市,2009.6084403361701,420115,0.3869515014988063,55711,2020
420116,黄陂区,district,Hubei,midstream,武汉市,2246.606516429911,420116,0.4697401786711333,62685,2020
420117,新洲区,district,Hubei,midstream,武汉市,1478.554724083508,420117,0.42181674530596364,41116,2020
420202,黄石港区,district,Hubei,midstream,黄石市,32.26098463336755,420202,0.22642164599774522,887,2020
420203,西塞山区,district,Hubei,midstream,黄石市,113.1443038008713,420203,0.38349102885821834,3188,2020
420204,下陆区,district,Hubei,midstream,黄石市,62.14427931182678,420204,0.3870011111111111,1800,2020
420205,铁山区,district,Hubei,midstream,黄石市,28.290620192002645,420205,0.43552343750000017,768,2020
420222,阳新县,district,Hubei,midstream,黄石市,2775.143083466362,420222,0.4907355406960955,77317,2020
420281,大冶市,district,Hubei,midstream,黄石市,1555.8490602180618,420281,0.47318239205704987,43611,2020
420302,茅箭区,district,Hubei,midstream,十堰市,540.123374988029,420302,0.5447426851851852,15120,2020
420303,张湾区,district,Hubei,midstream,十堰市,660.5863657183554,420303,0.5732621482683984,18480,2020
420304,郧阳区,district,Hubei,midstream,十堰市,3824.3172522530995,420304,0.5556021356572471,106946,2020
420322,郧西县,district,Hubei,midstream,十堰市,3516.3081376827186,420322,0.5758174346125643,98184,2020
420323,竹山县,district,Hubei,midstream,十堰市,3615.070926990317,420323,0.6004893845212724,101352,2020
420324,竹溪县,district,Hubei,midstream,十堰市,3305.378166878586,420324,0.5868473409090909,92400,2020
420325,房县,district,Hubei,midstream,十堰市,5129.6605257675465,420325,0.6062035981360571,143352,2020
420381,丹江口市,district,Hubei,midstream,十堰市,3126.010321809297,420381,0.5404207788343804,87387,2020
420502,西陵区,district,Hubei,midstream,宜昌市,61.739607563532985,420502,0.3257306547619047,1680,2020
420503,伍家岗区,district,Hubei,midstream,宜昌市,82.3963649564927,420503,0.38150266323024057,2328,2020
420504,点军区,district,Hubei,midstream,宜昌市,533.3217905160103,420504,0.5748477484732568,14901,2020
420505,猇亭区,district,Hubei,midstream,宜昌市,120.69061745235126,420505,0.43718467261904764,3360,2020
420506,夷陵区,district,Hubei,midstream,宜昌市,3434.376715423116,420506,0.5848121184088804,96209,2020
420525,远安县,district,Hubei,midstream,宜昌市,1746.3169588471694,420525,0.6195054793401926,48984,2020
420526,兴山县,district,Hubei,midstream,宜昌市,2315.0963564237773,420526,0.5922050303368003,64608,2020
420527,秭归县,district,Hubei,midstream,宜昌市,2277.5576208318844,420527,0.5534932788302807,63605,2020
420528,长阳土家族自治县,district,Hubei,midstream,宜昌市,3394.8465110898287,420528,0.5886537585421416,94824,2020
420529,五峰土家族自治县,district,Hubei,midstream,宜昌市,2402.559944021492,420529,0.5815986319295742,67248,2020
420581,宜都市,district,Hubei,midstream,宜昌市,1348.946284936571,420581,0.5680929179964658,37913,2020
420582,当阳市,district,Hubei,midstream,宜昌市,2155.452120256086,420582,0.5180625248212867,60432,2020
420583,枝江市,district,Hubei,midstream,宜昌市,1367.8984261041835,420583,0.45141098479910324,38353,2020
420602,襄城区,district,Hubei,midstream,襄阳市,659.3016742173489,420602,0.4936030216216216,18500,2020
420606,樊城区,district,Hubei,midstream,襄阳市,549.6048478107225,420606,0.4343325365726226,15312,2020
420607,襄州区,district,Hubei,midstream,襄阳市,2454.659504762595,420607,0.5230801419987491,68733,2020
420624,南漳县,district,Hubei,midstream,襄阳市,3839.1929933240385,420624,0.6045504595451158,107280,2020
420625,谷城县,district,Hubei,midstream,襄阳市,2547.811862076087,420625,0.5952634737701231,71064,2020
420626,保康县,district,Hubei,midstream,襄阳市,3226.313059147245,420626,0.6106224891458444,90288,2020
420682,老河口市,district,Hubei,midstream,襄阳市,1061.3652654803082,420682,0.5082971436216469,29898,2020
420683,枣阳市,district,Hubei,midstream,襄阳市,3271.4903795684513,420683,0.5229858950128367,91535,2020
420684,宜城市,district,Hubei,midstream,襄阳市,2113.4634122476555,420684,0.515374242886179,59040,2020
420702,梁子湖区,district,Hubei,midstream,鄂州市,494.13730009994,420702,0.39556134453781505,13566,2020
420703,华容区,district,Hubei,midstream,鄂州市,500.50992522198146,420703,0.3546949470956595,13893,2020
420704,鄂城区,district,Hubei,midstream,鄂州市,595.0898184191014,420704,0.3925548961603478,16564,2020
420802,东宝区,district,Hubei,midstream,荆门市,1672.8576886307696,420802,0.5497065715817695,46625,2020
420804,掇刀区,district,Hubei,midstream,荆门市,579.3011118998828,420804,0.4680589866863905,16224,2020
420822,沙洋县,district,Hubei,midstream,荆门市,2146.7505643051913,420822,0.45641915723565246,59732,2020
420881,钟祥市,district,Hubei,midstream,荆门市,4428.129387952753,420881,0.5223285597830469,123898,2020
420882,京山市,district,Hubei,midstream,荆门市,3525.1234149379397,420882,0.5511419381982607,98638,2020
420902,孝南区,district,Hubei,midstream,孝感市,1031.2713450698695,420902,0.4188776683200945,28829,2020
420921,孝昌县,district,Hubei,midstream,孝感市,1182.8454546243997,420921,0.4895519251626899,33192,2020
420922,大悟县,district,Hubei,midstream,孝感市,1978.8126646413482,420922,0.539752117693866,55296,2020
420923,云梦县,district,Hubei,midstream,孝感市,609.3390065249924,420923,0.43897206399437416,17064,2020
420981,应城市,district,Hubei,midstream,孝感市,1097.8309649940052,420981,0.4296592643542631,30531,2020
420982,安陆市,district,Hubei,midstream,孝感市,1353.3086935576634,420982,0.5047096594525778,37704,2020
420984,汉川市,district,Hubei,midstream,孝感市,1654.5381456172217,420984,0.3924381421427487,46193,2020
421002,沙市区,district,Hubei,midstream,荆州市,522.4526572311205,421002,0.3624768161373858,14674,2020
421003,荆州区,district,Hubei,midstream,荆州市,1042.8041037101361,421003,0.427154563908481,29065,2020
421022,公安县,district,Hubei,midstream,荆州市,2278.980004664385,421022,0.42663231022069176,63890,2020
421023,监利市,district,Hubei,midstream,荆州市,3182.442309880548,421023,0.3943630018160692,88653,2020
421024,江陵县,district,Hubei,midstream,荆州市,1042.9125102308328,421024,0.48033662206198424,28846,2020
421081,石首市,district,Hubei,midstream,荆州市,1401.118889655281,421081,0.43437997547078216,39137,2020
421083,洪湖市,district,Hubei,midstream,荆州市,2439.3153394754722,421083,0.3284842691449813,67250,2020
421087,松滋市,district,Hubei,midstream,荆州市,2179.310719804216,421087,0.5019132832244724,60934,2020
421102,黄州区,district,Hubei,midstream,黄冈市,359.08073220662055,421102,0.3398963849438872,10069,2020
421121,团风县,district,Hubei,midstream,黄冈市,812.8681972237358,421121,0.488159726751873,22690,2020
421122,红安县,district,Hubei,midstream,黄冈市,1782.5015129256783,421122,0.5255940089113681,49824,2020
421123,罗田县,district,Hubei,midstream,黄冈市,2129.003443268264,421123,0.580937797019734,59592,2020
421124,英山县,district,Hubei,midstream,黄冈市,1458.7923058624224,421124,0.59526816019227,40776,2020
421125,浠水县,district,Hubei,midstream,黄冈市,1955.590855652272,421125,0.4982643750114401,54633,2020
421126,蕲春县,district,Hubei,midstream,黄冈市,2404.5002345021126,421126,0.5272232727218661,67259,2020
421127,黄梅县,district,Hubei,midstream,黄冈市,1705.7938853690362,421127,0.40516282075651017,47349,2020
421181,麻城市,district,Hubei,midstream,黄冈市,3605.6738030500846,421181,0.5608751514611544,101016,2020
421182,武穴市,district,Hubei,midstream,黄冈市,1224.8300994428776,421182,0.42780063927744055,34101,2020
421202,咸安区,district,Hubei,midstream,咸宁市,1499.3450743711662,421202,0.5517886501102965,42159,2020
421221,嘉鱼县,district,Hubei,midstream,咸宁市,1024.7220552456795,421221,0.4014356961761539,28793,2020
421222,通城县,district,Hubei,midstream,咸宁市,1115.266294928542,421222,0.5455957595017976,31152,2020
421223,崇阳县,district,Hubei,midstream,咸宁市,1979.5482099903622,421223,0.5784945014398848,55560,2020
421224,通山县,district,Hubei,midstream,咸宁市,2413.7848707413095,421224,0.5816576259591937,67244,2020
421281,赤壁市,district,Hubei,midstream,咸宁市,1705.3576865242576,421281,0.564491342748735,47440,2020
421303,曾都区,district,Hubei,midstream,随州市,1436.5367190255347,421303,0.5232769587320577,40128,2020
421321,随县,district,Hubei,midstream,随州市,5527.635225334351,421321,0.5557259318899062,154632,2020
421381,广水市,district,Hubei,midstream,随州市,2646.649501946711,421381,0.5226504933678425,74184,2020
422801,恩施市,district,Hubei,midstream,恩施土家族苗族自治州,3957.225601134243,422801,0.5153174428901899,110664,2020
422802,利川市,district,Hubei,midstream,恩施土家族苗族自治州,4615.027811525016,422802,0.5372982097444484,128976,2020
422822,建始县,district,Hubei,midstream,恩施土家族苗族自治州,2670.8548098125707,422822,0.5495055760986067,74640,2020
422823,巴东县,district,Hubei,midstream,恩施土家族苗族自治州,3347.734963116147,422823,0.5474962043452227,93528,2020
422825,宣恩县,district,Hubei,midstream,恩施土家族苗族自治州,2747.4244559899844,422825,0.5019344318063778,77016,2020
422826,咸丰县,district,Hubei,midstream,恩施土家族苗族自治州,2515.191859493749,422826,0.48214097983778825,70032,2020
422827,来凤县,district,Hubei,midstream,恩施土家族苗族自治州,1335.9972167840185,422827,0.48340771140294686,37464,2020
422828,鹤峰县,district,Hubei,midstream,恩施土家族苗族自治州,2899.714473000317,422828,0.5723429905734875,81048,2020
429004,仙桃市,county-level-city,Hubei,midstream,,2518.345057851894,429004,0.4308690361668017,70479,2020
429005,潜江市,county-level-city,Hubei,midstream,,1999.367743323509,429005,0.436780972137773,55918,2020
429006,天门市,county-level-city,Hubei,midstream,,2620.66149876015,429006,0.46717066426701576,73344,2020
429021,神农架林区,county-level-city,Hubei,midstream,,3238.430938066015,429021,0.6202063179505293,90599,2020
430102,芙蓉区,district,Hunan,midstream,长沙市,44.25306006705811,430102,0.28810865384615386,1248,2020
430103,天心区,district,Hunan,midstream,长沙市,138.29142298801142,430103,0.3548974593495934,3936,2020
430104,岳麓区,district,Hunan,midstream,长沙市,544.2841974533617,430104,0.4452020107149945,15119,2020
430105,开福区,district,Hunan,midstream,长沙市,189.71050395074286,430105,0.37759078849028405,5352,2020
430111,雨花区,district,Hunan,midstream,长沙市,290.3638761717172,430111,0.44524429240631175,8112,2020
430112,望城区,district,Hunan,midstream,长沙市,950.9638826418949,430112,0.446874794332724,26256,2020
430121,长沙县,district,Hunan,midstream,长沙市,1756.0557749531679,430121,0.5089463656387667,49032,2020
430181,浏阳市,district,Hunan,midstream,长沙市,4996.606313937902,430181,0.5753200356284341,139776,2020
430182,宁乡市,district,Hunan,midstream,长沙市,2909.3114907941303,430182,0.5280930006878932,81408,2020
430202,荷塘区,district,Hunan,midstream,株洲市,153.3348448791306,430202,0.5109363229755178,4248,2020
430203,芦淞区,district,Hunan,midstream,株洲市,220.59372785532295,430203,0.5261417474160206,6192,2020
430204,石峰区,district,Hunan,midstream,株洲市,165.48701532942033,430204,0.4257453632478633,4680,2020
430211,天元区,district,Hunan,midstream,株洲市,323.90663306505667,430211,0.4366306818181818,8976,2020
430212,渌口区,district,Hunan,midstream,株洲市,1056.8495131515695,430212,0.5394876546946463,29736,2020
430223,攸县,district,Hunan,midstream,株洲市,2662.2369421039148,430223,0.5671353615946702,74448,2020
430224,茶陵县,district,Hunan,midstream,株洲市,2505.879597943608,430224,0.6053932044497549,70296,2020
430225,炎陵县,district,Hunan,midstream,株洲市,2038.1575356100918,430225,0.6885728851540616,57120,2020
430281,醴陵市,district,Hunan,midstream,株洲市,2139.2311974108093,430281,0.5441216480074637,60024,2020
430302,雨湖区,district,Hunan,midstream,湘潭市,455.2440148685728,430302,0.4287320935342122,12744,2020
430304,岳塘区,district,Hunan,midstream,湘潭市,207.68242162875484,430304,0.4134189504881449,5736,2020
430321,湘潭县,district,Hunan,midstream,湘潭市,2140.935987392846,430321,0.5311911973719496,59664,2020
430381,湘乡市,district,Hunan,midstream,湘潭市,1962.8516933179426,430381,0.5481126810020271,55248,2020
430382,韶山市,district,Hunan,midstream,湘潭市,248.38564400653016,430382,0.5535623281786941,6984,2020
430405,珠晖区,district,Hunan,midstream,衡阳市,219.58236255545197,430405,0.43731549272486775,6048,2020
430406,雁峰区,district,Hunan,midstream,衡阳市,82.50911014766757,430406,0.3714951754385965,2280,2020
430407,石鼓区,district,Hunan,midstream,衡阳市,105.24811941945023,430407,0.37744455645161284,2976,2020
430408,蒸湘区,district,Hunan,midstream,衡阳市,112.30543541017636,430408,0.37948606965174125,3216,2020
430412,南岳区,district,Hunan,midstream,衡阳市,182.14228009057442,430412,0.5995807945736433,5160,2020
430421,衡阳县,district,Hunan,midstream,衡阳市,2561.639018126502,430421,0.5448831072784103,71664,2020
