adcode,name_zh,level,province,reach,prefecture_zh,area_km2,county_id,ndvi_mean,n_obs,year
430422,衡南县,district,Hunan,midstream,衡阳市,2608.3088259431916,430422,0.5341793671059857,72840,2020
430423,衡山县,district,Hunan,midstream,衡阳市,931.1562450536896,430423,0.5322221079790512,25968,2020
430424,衡东县,district,Hunan,midstream,衡阳市,1927.9859919143826,430424,0.5295611486986098,54096,2020
430426,祁东县,district,Hunan,midstream,衡阳市,1874.3111402249808,430426,0.5146931276807598,52224,2020
430481,耒阳市,district,Hunan,midstream,衡阳市,2652.9140705552,430481,0.545200681621855,74088,2020
430482,常宁市,district,Hunan,midstream,衡阳市,2045.8508324189402,430482,0.53454007296467,57288,2020
430502,双清区,district,Hunan,midstream,邵阳市,133.81988491438548,430502,0.4104513888888888,3672,2020
430503,大祥区,district,Hunan,midstream,邵阳市,213.05810226465124,430503,0.461912855691057,5904,2020
430511,北塔区,district,Hunan,midstream,邵阳市,84.30528725463664,430511,0.42525837542087536,2376,2020
430522,新邵县,district,Hunan,midstream,邵阳市,1767.2840436021834,430522,0.5445995551529793,49680,2020
430523,邵阳县,district,Hunan,midstream,邵阳市,1999.9132959822446,430523,0.5058998448866067,56088,2020
430524,隆回县,district,Hunan,midstream,邵阳市,2863.7516931277955,430524,0.5251241245136189,80184,2020
430525,洞口县,district,Hunan,midstream,邵阳市,2169.340565753624,430525,0.5047418235632661,60815,2020
430527,绥宁县,district,Hunan,midstream,邵阳市,2922.1114589525023,430527,0.5490045587804161,81864,2020
430528,新宁县,district,Hunan,midstream,邵阳市,2752.4809121944645,430528,0.5622163768454979,76944,2020
430529,城步苗族自治县,district,Hunan,midstream,邵阳市,2605.4793805466657,430529,0.5550421318822905,72959,2020
430581,武冈市,district,Hunan,midstream,邵阳市,1533.6921043106056,430581,0.5044502821301996,42888,2020
430582,邵东市,district,Hunan,midstream,邵阳市,1780.5717299473185,430582,0.5044096962430054,50040,2020
430602,岳阳楼区,district,Hunan,midstream,岳阳市,408.0058466236045,430602,0.45203085162423173,11390,2020
430603,云溪区,district,Hunan,midstream,岳阳市,381.3260412868489,430603,0.5125135034108962,10701,2020
430611,君山区,district,Hunan,midstream,岳阳市,625.8785386426309,430611,0.41452654282295287,17549,2020
430621,岳阳县,district,Hunan,midstream,岳阳市,2814.3451686208323,430621,0.4332374529509915,77313,2020
430623,华容县,district,Hunan,midstream,岳阳市,1601.9572347680116,430623,0.4643326576426397,44991,2020
430624,湘阴县,district,Hunan,midstream,岳阳市,1537.0941699566822,430624,0.3888545512457531,42384,2020
430626,平江县,district,Hunan,midstream,岳阳市,4115.808234743796,430626,0.5778849676089516,115464,2020
430681,汨罗市,district,Hunan,midstream,岳阳市,1668.1606249355873,430681,0.4832684151952918,46725,2020
430682,临湘市,district,Hunan,midstream,岳阳市,1719.7742849854283,430682,0.5679318996713943,48082,2020
430702,武陵区,district,Hunan,midstream,常德市,298.6799019565054,430702,0.380425015142338,8255,2020
430703,鼎城区,district,Hunan,midstream,常德市,2452.5982035913476,430703,0.5011452674957043,68674,2020
430721,安乡县,district,Hunan,midstream,常德市,1100.490668322925,430721,0.45070319503430245,30610,2020
430722,汉寿县,district,Hunan,midstream,常德市,2093.912734860146,430722,0.46251831338094496,58389,2020
430723,澧县,district,Hunan,midstream,常德市,2072.790088143822,430723,0.49036420056764407,58135,2020
430724,临澧县,district,Hunan,midstream,常德市,1204.6465916402308,430724,0.5096785192444759,33672,2020
430725,桃源县,district,Hunan,midstream,常德市,4447.675115726998,430725,0.5642015914351857,124416,2020
430726,石门县,district,Hunan,midstream,常德市,3975.3944783161064,430726,0.5804963366407823,111264,2020
430781,津市市,district,Hunan,midstream,常德市,557.0456065904302,430781,0.48071333593800886,15357,2020
430802,永定区,district,Hunan,midstream,张家界市,2187.4811341140635,430802,0.5196914506415293,61104,2020
430811,武陵源区,district,Hunan,midstream,张家界市,393.6334703340584,430811,0.5329335693536674,11016,2020
430821,慈利县,district,Hunan,midstream,张家界市,3487.8537004678765,430821,0.5535026459255618,97584,2020
430822,桑植县,district,Hunan,midstream,张家界市,3465.7006514211116,430822,0.5439683058925474,96936,2020
430902,资阳区,district,Hunan,midstream,益阳市,580.9614250920342,430902,0.4489371295043661,16262,2020
430903,赫山区,district,Hunan,midstream,益阳市,1271.5863402074306,430903,0.49617960530025396,35470,2020
430921,南县,district,Hunan,midstream,益阳市,1328.1162631795721,430921,0.42188175874645417,37015,2020
430922,桃江县,district,Hunan,midstream,益阳市,2067.9861043167502,430922,0.5708441215937243,58128,2020
430923,安化县,district,Hunan,midstream,益阳市,4952.663479883486,430923,0.5901433646247903,138696,2020
430981,沅江市,district,Hunan,midstream,益阳市,2133.075684945895,430981,0.37582400331383375,59146,2020
431002,北湖区,district,Hunan,midstream,郴州市,819.6536319553479,431002,0.5632324491028294,23184,2020
431003,苏仙区,district,Hunan,midstream,郴州市,1340.1659637990401,431003,0.5675416934275318,37368,2020
431021,桂阳县,district,Hunan,midstream,郴州市,2960.882224535952,431021,0.5618387490326947,82704,2020
431022,宜章县,district,Hunan,midstream,郴州市,2131.372927393927,431022,0.5764151200508293,59808,2020
431023,永兴县,district,Hunan,midstream,郴州市,1975.873861079918,431023,0.6025866291648635,55464,2020
431024,嘉禾县,district,Hunan,midstream,郴州市,691.107680788746,431024,0.5114920431105612,19392,2020
431025,临武县,district,Hunan,midstream,郴州市,1377.1709107137021,431025,0.5395490962295423,38616,2020
431026,汝城县,district,Hunan,midstream,郴州市,2400.828188251899,431026,0.636852760954756,67368,2020
431027,桂东县,district,Hunan,midstream,郴州市,1434.1298709275188,431027,0.6583283050258244,40272,2020
431028,安仁县,district,Hunan,midstream,郴州市,1466.6567411667606,431028,0.5940270466549297,40896,2020
431081,资兴市,district,Hunan,midstream,郴州市,2727.4097598488725,431081,0.6224253956400984,76332,2020
431102,零陵区,district,Hunan,midstream,永州市,1972.4960372071669,431102,0.5567418227351916,55104,2020
431103,冷水滩区,district,Hunan,midstream,永州市,1215.699517473588,431103,0.48808047316384173,33984,2020
431121,祁阳市,district,Hunan,midstream,永州市,2542.158302672965,431121,0.5357258911530257,71256,2020
431122,东安县,district,Hunan,midstream,永州市,2211.7739655461974,431122,0.5438084270025839,61920,2020
431123,双牌县,district,Hunan,midstream,永州市,1722.5145268925116,431123,0.5793546818106589,48336,2020
431124,道县,district,Hunan,midstream,永州市,2453.6235560721066,431124,0.5196214441155986,68928,2020
431125,江永县,district,Hunan,midstream,永州市,1625.5591103622712,431125,0.5263076879171057,45552,2020
431126,宁远县,district,Hunan,midstream,永州市,2489.1174154944124,431126,0.5300420099391012,69624,2020
431127,蓝山县,district,Hunan,midstream,永州市,1804.7652975449591,431127,0.5635204251459224,50712,2020
431128,新田县,district,Hunan,midstream,永州市,1001.7012768378321,431128,0.5183175528873641,27984,2020
431129,江华瑶族自治县,district,Hunan,midstream,永州市,3259.0989507542076,431129,0.6035397136785842,91296,2020
431202,鹤城区,district,Hunan,midstream,怀化市,674.407700969419,431202,0.49133269230769255,19032,2020
431221,中方县,district,Hunan,midstream,怀化市,1516.8341646902388,431221,0.5444705616969006,42336,2020
431222,沅陵县,district,Hunan,midstream,怀化市,5811.305127563067,431222,0.5387480560878537,162816,2020
431223,辰溪县,district,Hunan,midstream,怀化市,1991.7587053500454,431223,0.5301879109244907,55728,2020
431224,溆浦县,district,Hunan,midstream,怀化市,3426.3300916329713,431224,0.5491706686264693,95928,2020
431225,会同县,district,Hunan,midstream,怀化市,2260.729978727097,431225,0.5109103960866259,63168,2020
431226,麻阳苗族自治县,district,Hunan,midstream,怀化市,1568.5709355174952,431226,0.5003454375909752,43968,2020
431227,新晃侗族自治县,district,Hunan,midstream,怀化市,1494.7911829303214,431227,0.49293503396479144,41808,2020
431228,芷江侗族自治县,district,Hunan,midstream,怀化市,2090.1501021671816,431228,0.4982251706950703,58584,2020
431229,靖州苗族侗族自治县,district,Hunan,midstream,怀化市,2207.2272020914725,431229,0.5056952616279068,61920,2020
431230,通道侗族自治县,district,Hunan,midstream,怀化市,2213.285115658562,431230,0.5190506304824559,62016,2020
431281,洪江市,district,Hunan,midstream,怀化市,2293.189124397348,431281,0.5241351431730065,64223,2020
431302,娄星区,district,Hunan,midstream,娄底市,628.2915605627752,431302,0.48332353511171927,17544,2020
431321,双峰县,district,Hunan,midstream,娄底市,1599.5853010677536,431321,0.5488777025214592,44736,2020
431322,新化县,district,Hunan,midstream,娄底市,3645.2933877972932,431322,0.530007719752215,102024,2020
431381,冷水江市,district,Hunan,midstream,娄底市,432.0432814975172,431381,0.5068442065073039,12048,2020
431382,涟源市,district,Hunan,midstream,娄底市,1806.0394015781183,431382,0.5290253577640733,50592,2020
433101,吉首市,district,Hunan,midstream,湘西土家族苗族自治州,1078.6699258619512,433101,0.5017880037363224,29976,2020
433122,泸溪县,district,Hunan,midstream,湘西土家族苗族自治州,1566.8422736659745,433122,0.5137822226783434,43848,2020
433123,凤凰县,district,Hunan,midstream,湘西土家族苗族自治州,1727.7920133711343,433123,0.46698480868193903,48192,2020
433124,花垣县,district,Hunan,midstream,湘西土家族苗族自治州,1108.850047403911,433124,0.4590114543238387,31176,2020
433125,保靖县,district,Hunan,midstream,湘西土家族苗族自治州,1753.3147098067548,433125,0.48276484566389033,48984,2020
433126,古丈县,district,Hunan,midstream,湘西土家族苗族自治州,1297.8540964067822,433126,0.49394420671494393,36456,2020
433127,永顺县,district,Hunan,midstream,湘西土家族苗族自治州,3825.395896001024,433127,0.5124532204180665,107160,2020
433130,龙山县,district,Hunan,midstream,湘西土家族苗族自治州,3135.593902314214,433130,0.5089286577868852,87840,2020
500101,万州区,district,Chongqing,upstream,,3454.535607572833,500101,0.5539398776695004,96460,2020
500102,涪陵区,district,Chongqing,upstream,,2945.2469737369333,500102,0.5102491145662651,82389,2020
500103,渝中区,district,Chongqing,upstream,,23.79432021572131,500103,0.20019999999999996,648,2020
500104,大渡口区,district,Chongqing,upstream,,103.77187024321111,500104,0.35033134120917314,2878,2020
500105,江北区,district,Chongqing,upstream,,221.22762724812833,500105,0.33605710756053375,6071,2020
500106,沙坪坝区,district,Chongqing,upstream,,397.3222177927439,500106,0.42516037234042553,11280,2020
500107,九龙坡区,district,Chongqing,upstream,,432.1664135581398,500107,0.4265142490265927,12071,2020
500108,南岸区,district,Chongqing,upstream,,262.8061299823924,500108,0.39894826839826847,7392,2020
500109,北碚区,district,Chongqing,upstream,,749.5305842733702,500109,0.49156736351403324,20808,2020
500110,綦江区,district,Chongqing,upstream,,2754.6916020241556,500110,0.5436314302507839,76560,2020
500111,大足区,district,Chongqing,upstream,,1434.2736628911077,500111,0.49419951788569116,40032,2020
500112,渝北区,district,Chongqing,upstream,,1458.2234796203172,500112,0.4503214544209704,40896,2020
500113,巴南区,district,Chongqing,upstream,,1818.9202988931042,500113,0.5300826911027569,51072,2020
500114,黔江区,district,Chongqing,upstream,,2397.6549780720698,500114,0.4459108273809525,67200,2020
500115,长寿区,district,Chongqing,upstream,,1422.9345002029124,500115,0.4791584086799276,39816,2020
500116,江津区,district,Chongqing,upstream,,3217.020774475023,500116,0.5066124489161339,90048,2020
500117,合川区,district,Chongqing,upstream,,2347.542880106678,500117,0.4809770009157508,65520,2020
500118,永川区,district,Chongqing,upstream,,1581.0522657100637,500118,0.46739859218789,44111,2020
500119,南川区,district,Chongqing,upstream,,2598.2968829536485,500119,0.5350422680127993,72504,2020
500120,璧山区,district,Chongqing,upstream,,912.8121530993141,500120,0.5011427856025038,25560,2020
500151,铜梁区,district,Chongqing,upstream,,1340.9556522430635,500151,0.5010307204749679,37392,2020
500152,潼南区,district,Chongqing,upstream,,1587.9098628148536,500152,0.4859026393427743,44064,2020
500153,荣昌区,district,Chongqing,upstream,,1075.6728615686081,500153,0.4694423233333333,30000,2020
500154,开州区,district,Chongqing,upstream,,3961.901744198271,500154,0.5846845646604605,110856,2020
500155,梁平区,district,Chongqing,upstream,,1896.0272739182844,500155,0.5167286273841963,52848,2020
500156,武隆区,district,Chongqing,upstream,,2890.1172082046523,500156,0.4868353134579258,80904,2020
500229,城口县,district,Chongqing,upstream,,3291.9573390596975,500229,0.6144840989935796,92208,2020
500230,丰都县,district,Chongqing,upstream,,2898.7968854798455,500230,0.534043782306897,81252,2020
500231,垫江县,district,Chongqing,upstream,,1517.7027748418257,500231,0.5014863152440174,42456,2020
500233,忠县,district,Chongqing,upstream,,2181.015419592295,500233,0.512450095699259,61129,2020
500235,云阳县,district,Chongqing,upstream,,3642.836577721061,500235,0.5983815002359788,101704,2020
500236,奉节县,district,Chongqing,upstream,,4098.478891114488,500236,0.5900451082160301,114447,2020
500237,巫山县,district,Chongqing,upstream,,2953.2742821993697,500237,0.5541458771792053,82771,2020
500238,巫溪县,district,Chongqing,upstream,,4028.4328808752093,500238,0.5825995593033979,112776,2020
500240,石柱土家族自治县,district,Chongqing,upstream,,3012.515865115289,500240,0.549042664051355,84120,2020
500241,秀山土家族苗族自治县,district,Chongqing,upstream,,2453.969155118124,500241,0.4749190476190475,68544,2020
500242,酉阳土家族苗族自治县,district,Chongqing,upstream,,5174.9588719468575,500242,0.4754020135896583,144816,2020
500243,彭水苗族土家族自治县,district,Chongqing,upstream,,3899.2979715778592,500243,0.46126723017621146,108960,2020
510104,锦江区,district,Sichuan,upstream,成都市,61.12342357243482,510104,0.31614975845410626,1656,2020
510105,青羊区,district,Sichuan,upstream,成都市,66.51174540574401,510105,0.2980047008547008,1872,2020
510106,金牛区,district,Sichuan,upstream,成都市,109.9032113235389,510106,0.29515345528455283,2952,2020
510107,武侯区,district,Sichuan,upstream,成都市,127.6108935081082,510107,0.25978733552631583,3648,2020
510108,成华区,district,Sichuan,upstream,成都市,108.12402421679991,510108,0.3118208002645503,3024,2020
510112,龙泉驿区,district,Sichuan,upstream,成都市,560.0025769978663,510112,0.4758950076804915,15624,2020
510113,青白江区,district,Sichuan,upstream,成都市,371.2977290314394,510113,0.45100427130898024,10512,2020
510114,新都区,district,Sichuan,upstream,成都市,499.86468054748644,510114,0.41419064640410963,14016,2020
510115,温江区,district,Sichuan,upstream,成都市,276.8610390080862,510115,0.4371175869120654,7824,2020
510116,双流区,district,Sichuan,upstream,成都市,1064.894020183755,510116,0.45009665795119336,29832,2020
510117,郫都区,district,Sichuan,upstream,成都市,433.93472572358877,510117,0.44560243602362204,12192,2020
510118,新津区,district,Sichuan,upstream,成都市,330.5869707751814,510118,0.4327469343696026,9264,2020
510121,金堂县,district,Sichuan,upstream,成都市,1158.913755380515,510121,0.5236854243656073,32472,2020
510129,大邑县,district,Sichuan,upstream,成都市,1280.3105343524098,510129,0.5251862502783347,35928,2020
510131,蒲江县,district,Sichuan,upstream,成都市,581.6277399975646,510131,0.5033243035009862,16224,2020
510181,都江堰市,district,Sichuan,upstream,成都市,1205.2129875462706,510181,0.49445324206633257,33528,2020
510182,彭州市,district,Sichuan,upstream,成都市,1421.812418542818,510182,0.45826455066345,39792,2020
510183,邛崃市,district,Sichuan,upstream,成都市,1378.1579232460015,510183,0.5448615613980503,38568,2020
510184,崇州市,district,Sichuan,upstream,成都市,1091.4190398590788,510184,0.5096232611548559,30480,2020
510185,简阳市,district,Sichuan,upstream,成都市,2216.109408092721,510185,0.5153562217486765,61944,2020
510302,自流井区,district,Sichuan,upstream,自贡市,154.93988380004154,510302,0.4633798342541436,4344,2020
510303,贡井区,district,Sichuan,upstream,自贡市,407.37447414370126,510303,0.48767830673758866,11280,2020
510304,大安区,district,Sichuan,upstream,自贡市,400.8371998943217,510304,0.4433763829787235,11280,2020
510311,沿滩区,district,Sichuan,upstream,自贡市,468.8821942668786,510311,0.4658749545454546,13200,2020
510321,荣县,district,Sichuan,upstream,自贡市,1604.7503049805955,510321,0.5159026525257916,44976,2020
510322,富顺县,district,Sichuan,upstream,自贡市,1336.3950849139476,510322,0.46775958680778273,37416,2020
510402,东区,district,Sichuan,upstream,攀枝花市,165.46204226666356,510402,0.4637541018998272,4632,2020
510403,西区,district,Sichuan,upstream,攀枝花市,132.93417611709418,510403,0.5143018010752688,3720,2020
510411,仁和区,district,Sichuan,upstream,攀枝花市,1722.431811177577,510411,0.5448841128897786,47976,2020
510421,米易县,district,Sichuan,upstream,攀枝花市,2108.5018864225594,510421,0.5975541344981713,59064,2020
510422,盐边县,district,Sichuan,upstream,攀枝花市,3269.1987309988676,510422,0.579526144327639,91320,2020
510502,江阳区,district,Sichuan,upstream,泸州市,649.7519448984847,510502,0.4126440463818848,18283,2020
510503,纳溪区,district,Sichuan,upstream,泸州市,1153.65863593898,510503,0.5281292133084576,32160,2020
510504,龙马潭区,district,Sichuan,upstream,泸州市,332.8113433899871,510504,0.38855866970486114,9216,2020
510521,泸县,district,Sichuan,upstream,泸州市,1529.713557561158,510521,0.44577326117318455,42960,2020
510522,合江县,district,Sichuan,upstream,泸州市,2418.8405292109733,510522,0.5257779961287841,67679,2020
510524,叙永县,district,Sichuan,upstream,泸州市,2972.5037770413005,510524,0.5729736267301038,83232,2020
510525,古蔺县,district,Sichuan,upstream,泸州市,3187.8281660916814,510525,0.5234269752754633,89304,2020
510603,旌阳区,district,Sichuan,upstream,德阳市,650.2242790273405,510603,0.5027483674142482,18192,2020
510604,罗江区,district,Sichuan,upstream,德阳市,445.8921566504927,510604,0.5134825721153847,12480,2020
510623,中江县,district,Sichuan,upstream,德阳市,2202.042812711752,510623,0.5578699717128366,61512,2020
510681,广汉市,district,Sichuan,upstream,德阳市,548.2362309540132,510681,0.452598774126239,15336,2020
510682,什邡市,district,Sichuan,upstream,德阳市,822.1858322496175,510682,0.45219457031249993,23040,2020
510683,绵竹市,district,Sichuan,upstream,德阳市,1244.2334174901148,510683,0.5146909349173556,34848,2020
510703,涪城区,district,Sichuan,upstream,绵阳市,557.395747947647,510703,0.4394067475603493,15576,2020
510704,游仙区,district,Sichuan,upstream,绵阳市,1016.2198111307428,510704,0.5087284423347399,28440,2020
510705,安州区,district,Sichuan,upstream,绵阳市,1188.8697102423005,510705,0.5381952993000241,33144,2020
510722,三台县,district,Sichuan,upstream,绵阳市,2664.0247339205393,510722,0.5491714281877753,74472,2020
510723,盐亭县,district,Sichuan,upstream,绵阳市,1645.9373251296656,510723,0.5727222432880057,45888,2020
510725,梓潼县,district,Sichuan,upstream,绵阳市,1447.7293671697373,510725,0.5578429914150383,40536,2020
510726,北川羌族自治县,district,Sichuan,upstream,绵阳市,3076.9267569680073,510726,0.627715656107545,85992,2020
510727,平武县,district,Sichuan,upstream,绵阳市,5959.851620950242,510727,0.5948134270608029,166440,2020
510781,江油市,district,Sichuan,upstream,绵阳市,2723.792843851007,510781,0.5902838446612124,76272,2020
510802,利州区,district,Sichuan,upstream,广元市,1533.0358124344427,510802,0.6326230333146698,42864,2020
510811,昭化区,district,Sichuan,upstream,广元市,1429.2405031181252,510811,0.6170761988230876,39935,2020
510812,朝天区,district,Sichuan,upstream,广元市,1615.5439341529066,510812,0.6416190226063828,45120,2020
510821,旺苍县,district,Sichuan,upstream,广元市,2994.8151238704277,510821,0.6563241893505252,83760,2020
510822,青川县,district,Sichuan,upstream,广元市,3219.1947319724986,510822,0.6734103155623283,89903,2020
510823,剑阁县,district,Sichuan,upstream,广元市,3203.6405813223428,510823,0.6278015953654188,89760,2020
510824,苍溪县,district,Sichuan,upstream,广元市,2332.8658221475257,510824,0.5962150084472431,65110,2020
510903,船山区,district,Sichuan,upstream,遂宁市,605.4513296585347,510903,0.4653157978723403,16920,2020
510904,安居区,district,Sichuan,upstream,遂宁市,1270.0755490305205,510904,0.5272974977583501,35688,2020
510921,蓬溪县,district,Sichuan,upstream,遂宁市,1254.9235814918375,510921,0.5415613854944561,35352,2020
510923,大英县,district,Sichuan,upstream,遂宁市,702.1264457676583,510923,0.5290912510262725,19488,2020
510981,射洪市,district,Sichuan,upstream,遂宁市,1499.6178143162429,510981,0.5497337097388985,41976,2020
511002,市中区,district,Sichuan,upstream,内江市,385.8313381356674,511002,0.45278884558277654,10776,2020
511011,东兴区,district,Sichuan,upstream,内江市,1183.09872262379,511011,0.49662296931407934,33240,2020
511024,威远县,district,Sichuan,upstream,内江市,1289.8393497429217,511024,0.5180228157487283,36168,2020
511025,资中县,district,Sichuan,upstream,内江市,1736.969267166756,511025,0.49645814553409306,48456,2020
511083,隆昌市,district,Sichuan,upstream,内江市,795.8681165302316,511083,0.47343303958785243,22128,2020
511102,市中区,district,Sichuan,upstream,乐山市,840.8337639013845,511102,0.4919449516785353,23592,2020
511111,沙湾区,district,Sichuan,upstream,乐山市,603.8314194355675,511111,0.4863804107981221,17040,2020
511112,五通桥区,district,Sichuan,upstream,乐山市,464.60847626742856,511112,0.4954235648148147,12960,2020
511113,金口河区,district,Sichuan,upstream,乐山市,602.7384715450933,511113,0.5456764902241296,16776,2020
511123,犍为县,district,Sichuan,upstream,乐山市,1372.365408726566,511123,0.5548651550751879,38304,2020
511124,井研县,district,Sichuan,upstream,乐山市,843.6230691450852,511124,0.5353894577800478,23496,2020
511126,夹江县,district,Sichuan,upstream,乐山市,741.0986935520546,511126,0.49514958381726676,20664,2020
511129,沐川县,district,Sichuan,upstream,乐山市,1418.2703325656173,511129,0.5918972205438068,39720,2020
511132,峨边彝族自治县,district,Sichuan,upstream,乐山市,2381.0498348900237,511132,0.5741057621878005,66624,2020
511133,马边彝族自治县,district,Sichuan,upstream,乐山市,2297.7891694732384,511133,0.5343863732438143,64344,2020
511181,峨眉山市,district,Sichuan,upstream,乐山市,1190.0064655534738,511181,0.463461235549133,33216,2020
511302,顺庆区,district,Sichuan,upstream,南充市,540.5495402748558,511302,0.5043547502318803,15094,2020
511303,高坪区,district,Sichuan,upstream,南充市,815.0806795989997,511303,0.49547850414056016,22823,2020
511304,嘉陵区,district,Sichuan,upstream,南充市,1173.7585880394934,511304,0.503351278998779,32760,2020
511321,南部县,district,Sichuan,upstream,南充市,2214.3770447207116,511321,0.5411197144744687,62061,2020
511322,营山县,district,Sichuan,upstream,南充市,1634.4848989271263,511322,0.5522964345050719,45744,2020
511323,蓬安县,district,Sichuan,upstream,南充市,1331.640936040372,511323,0.5410546010296011,37296,2020
511324,仪陇县,district,Sichuan,upstream,南充市,1793.5275402771722,511324,0.5677515082776186,50256,2020
511325,西充县,district,Sichuan,upstream,南充市,1109.4050944184717,511325,0.5567130521314843,31152,2020
511381,阆中市,district,Sichuan,upstream,南充市,1878.3393334841016,511381,0.5601468800517297,52581,2020
511402,东坡区,district,Sichuan,upstream,眉山市,1331.0761020683246,511402,0.4650223807221149,37224,2020
511403,彭山区,district,Sichuan,upstream,眉山市,462.37998930917416,511403,0.46681385532837655,12912,2020
511421,仁寿县,district,Sichuan,upstream,眉山市,2614.316793698453,511421,0.5343537687342741,73128,2020
511423,洪雅县,district,Sichuan,upstream,眉山市,1943.0514621113,511423,0.5171062435557516,54312,2020
511424,丹棱县,district,Sichuan,upstream,眉山市,459.6679308117383,511424,0.5292530746592318,12912,2020
511425,青神县,district,Sichuan,upstream,眉山市,387.0629212240815,511425,0.5078480994152046,10944,2020
511502,翠屏区,district,Sichuan,upstream,宜宾市,1523.3433097326372,511502,0.4723561752615846,42816,2020
511503,南溪区,district,Sichuan,upstream,宜宾市,676.6723536767886,511503,0.4626251444627048,18863,2020
511504,叙州区,district,Sichuan,upstream,宜宾市,2575.927433017289,511504,0.5188585907926966,71856,2020
511523,江安县,district,Sichuan,upstream,宜宾市,948.3104876915728,511523,0.48657768018018027,26640,2020
511524,长宁县,district,Sichuan,upstream,宜宾市,945.5129786538804,511524,0.5354714775846295,26232,2020
511525,高县,district,Sichuan,upstream,宜宾市,1323.9673764284375,511525,0.5217702230503349,37032,2020
511526,珙县,district,Sichuan,upstream,宜宾市,1148.2456940981563,511526,0.5601542882074293,32088,2020
511527,筠连县,district,Sichuan,upstream,宜宾市,1253.9551326889768,511527,0.5429777151639346,35136,2020
511528,兴文县,district,Sichuan,upstream,宜宾市,1379.330810126168,511528,0.5579109458901281,38736,2020
511529,屏山县,district,Sichuan,upstream,宜宾市,1510.5442935915896,511529,0.5173380869977484,42185,2020
511602,广安区,district,Sichuan,upstream,广安市,1027.7398421193184,511602,0.5209239418540107,28824,2020
511603,前锋区,district,Sichuan,upstream,广安市,504.04566911868005,511603,0.5121842828798187,14112,2020
511621,岳池县,district,Sichuan,upstream,广安市,1478.507212357934,511621,0.5095959547397048,41184,2020
511622,武胜县,district,Sichuan,upstream,广安市,957.0597009893188,511622,0.4734817497753818,26712,2020
511623,邻水县,district,Sichuan,upstream,广安市,1913.7387001228492,511623,0.5069478217158176,53712,2020
511681,华蓥市,district,Sichuan,upstream,广安市,465.7924924194099,511681,0.5288763657407408,12960,2020
511702,通川区,district,Sichuan,upstream,达州市,878.0800544576304,511702,0.547200947886415,24792,2020
511703,达川区,district,Sichuan,upstream,达州市,2252.8157721497773,511703,0.5381799058883379,62904,2020
511722,宣汉县,district,Sichuan,upstream,达州市,4271.97705486126,511722,0.6053406603426356,119544,2020
511723,开江县,district,Sichuan,upstream,达州市,1030.7948244392924,511723,0.5368284375,28800,2020
511724,大竹县,district,Sichuan,upstream,达州市,2086.3875256666506,511724,0.5226485756452501,58272,2020
511725,渠县,district,Sichuan,upstream,达州市,2018.372157521027,511725,0.512896556429888,56424,2020
511781,万源市,district,Sichuan,upstream,达州市,4056.304837133731,511781,0.6440570614592155,113376,2020
511802,雨城区,district,Sichuan,upstream,雅安市,1064.404460538911,511802,0.5473292608286254,29736,2020
511803,名山区,district,Sichuan,upstream,雅安市,612.370739013254,511803,0.55273140088208,17232,2020
511822,荥经县,district,Sichuan,upstream,雅安市,1773.881418678693,511822,0.5399432512870012,49728,2020
511823,汉源县,district,Sichuan,upstream,雅安市,2181.6599624402475,511823,0.5362304378404014,61141,2020
511824,石棉县,district,Sichuan,upstream,雅安市,2673.534799765238,511824,0.5618948476558309,74568,2020
511825,天全县,district,Sichuan,upstream,雅安市,2379.528881092852,511825,0.5291836914650295,66456,2020
511826,芦山县,district,Sichuan,upstream,雅安市,1198.6447001856193,511826,0.5317301635625598,33504,2020
511827,宝兴县,district,Sichuan,upstream,雅安市,3121.460837032893,511827,0.5082354636763898,87216,2020
511902,巴州区,district,Sichuan,upstream,巴中市,1400.5282259502824,511902,0.5804051847892487,39288,2020
511903,恩阳区,district,Sichuan,upstream,巴中市,1167.3217357322283,511903,0.5594267887825232,32592,2020
511921,通江县,district,Sichuan,upstream,巴中市,4105.124080625639,511921,0.6543929122990916,114480,2020
511922,南江县,district,Sichuan,upstream,巴中市,3398.680938137181,511922,0.6453524530842378,95064,2020
511923,平昌县,district,Sichuan,upstream,巴中市,2229.225564684,511923,0.5835686196911196,62160,2020
512002,雁江区,district,Sichuan,upstream,资阳市,1636.475393399623,512002,0.49813602915578753,45960,2020
512021,安岳县,district,Sichuan,upstream,资阳市,2692.5415713569455,512021,0.5271316753995978,75576,2020
512022,乐至县,district,Sichuan,upstream,资阳市,1427.6079538225815,512022,0.5325650598471131,39768,2020
513201,马尔康市,district,Sichuan,upstream,阿坝藏族羌族自治州,6612.765741413165,513201,0.4905183661783137,185112,2020
513221,汶川县,district,Sichuan,upstream,阿坝藏族羌族自治州,4083.4800836025456,513221,0.4508143120887582,114288,2020
513222,理县,district,Sichuan,upstream,阿坝藏族羌族自治州,4344.09907653377,513222,0.42509222293433274,121704,2020
513223,茂县,district,Sichuan,upstream,阿坝藏族羌族自治州,3880.0519652365538,513223,0.5231884383152499,108479,2020
513224,松潘县,district,Sichuan,upstream,阿坝藏族羌族自治州,8327.671521857963,513224,0.44117176383738466,232992,2020
513225,九寨沟县,district,Sichuan,upstream,阿坝藏族羌族自治州,5277.514459428252,513225,0.5154991718173935,147552,2020
