adcode,name_zh,level,province,reach,prefecture_zh,area_km2,county_id
360923,上高县,district,Jiangxi,midstream,宜春市,1350.2480722082948,360923
360924,宜丰县,district,Jiangxi,midstream,宜春市,1931.2994946506458,360924
360925,靖安县,district,Jiangxi,midstream,宜春市,1378.7583807497226,360925
360926,铜鼓县,district,Jiangxi,midstream,宜春市,1554.7202494980393,360926
360981,丰城市,district,Jiangxi,midstream,宜春市,2828.6721997895656,360981
360982,樟树市,district,Jiangxi,midstream,宜春市,1285.3954072839895,360982
360983,高安市,district,Jiangxi,midstream,宜春市,2441.4649372501353,360983
361002,临川区,district,Jiangxi,midstream,抚州市,2120.854794234236,361002
361003,东乡区,district,Jiangxi,midstream,抚州市,1260.7744404030923,361003
361021,南城县,district,Jiangxi,midstream,抚州市,1709.24782019623,361021
361022,黎川县,district,Jiangxi,midstream,抚州市,1708.226233553219,361022
361023,南丰县,district,Jiangxi,midstream,抚州市,1922.2228523269955,361023
361024,崇仁县,district,Jiangxi,midstream,抚州市,1513.5921511052204,361024
361025,乐安县,district,Jiangxi,midstream,抚州市,2410.730980190617,361025
361026,宜黄县,district,Jiangxi,midstream,抚州市,1940.9768407647819,361026
361027,金溪县,district,Jiangxi,midstream,抚州市,1357.7771988517586,361027
361028,资溪县,district,Jiangxi,midstream,抚州市,1254.092995795324,361028
361030,广昌县,district,Jiangxi,midstream,抚州市,1602.8505177078819,361030
361102,信州区,district,Jiangxi,midstream,上饶市,315.8189381396611,361102
361103,广丰区,district,Jiangxi,midstream,上饶市,1374.9479486460177,361103
361104,广信区,district,Jiangxi,midstream,上饶市,2235.544450810554,361104
361123,玉山县,district,Jiangxi,midstream,上饶市,1735.930230086238,361123
361124,铅山县,district,Jiangxi,midstream,上饶市,2182.0783633509127,361124
361125,横峰县,district,Jiangxi,midstream,上饶市,650.5790420398001,361125
361126,弋阳县,district,Jiangxi,midstream,上饶市,1584.7834143283117,361126
361127,余干县,district,Jiangxi,midstream,上饶市,2352.617704634918,361127
361128,鄱阳县,district,Jiangxi,midstream,上饶市,4132.920752079172,361128
361129,万年县,district,Jiangxi,midstream,上饶市,1154.341139911328,361129
361130,婺源县,district,Jiangxi,midstream,上饶市,2968.7578362698714,361130
361181,德兴市,district,Jiangxi,midstream,上饶市,2081.8707940098825,361181
420102,江岸区,district,Hubei,midstream,武汉市,80.97270574423324,420102
420103,江汉区,district,Hubei,midstream,武汉市,28.506906436486616,420103
420104,硚口区,district,Hubei,midstream,武汉市,40.300513359673374,420104
420105,汉阳区,district,Hubei,midstream,武汉市,112.45069486358896,420105
420106,武昌区,district,Hubei,midstream,武汉市,100.20061910330976,420106
420107,青山区,district,Hubei,midstream,武汉市,91.60307133866473,420107
420111,洪山区,district,Hubei,midstream,武汉市,514.2210252329003,420111
420112,东西湖区,district,Hubei,midstream,武汉市,491.8604631833799,420112
420113,汉南区,district,Hubei,midstream,武汉市,289.05750560492805,420113
420114,蔡甸区,district,Hubei,midstream,武汉市,1088.4388050042191,420114
420115,江夏区,district,Hubei,midstream,武汉市,2009.6084403361701,420115
420116,黄陂区,district,Hubei,midstream,武汉市,2246.606516429911,420116
420117,新洲区,district,Hubei,midstream,武汉市,1478.554724083508,420117
420202,黄石港区,district,Hubei,midstream,黄石市,32.26098463336755,420202
420203,西塞山区,district,Hubei,midstream,黄石市,113.1443038008713,420203
420204,下陆区,district,Hubei,midstream,黄石市,62.14427931182678,420204
420205,铁山区,district,Hubei,midstream,黄石市,28.290620192002645,420205
420222,阳新县,district,Hubei,midstream,黄石市,2775.143083466362,420222
420281,大冶市,district,Hubei,midstream,黄石市,1555.8490602180618,420281
420302,茅箭区,district,Hubei,midstream,十堰市,540.123374988029,420302
420303,张湾区,district,Hubei,midstream,十堰市,660.5863657183554,420303
420304,郧阳区,district,Hubei,midstream,十堰市,3824.3172522530995,420304
420322,郧西县,district,Hubei,midstream,十堰市,3516.3081376827186,420322
420323,竹山县,district,Hubei,midstream,十堰市,3615.070926990317,420323
420324,竹溪县,district,Hubei,midstream,十堰市,3305.378166878586,420324
420325,房县,district,Hubei,midstream,十堰市,5129.6605257675465,420325
420381,丹江口市,district,Hubei,midstream,十堰市,3126.010321809297,420381
420502,西陵区,district,Hubei,midstream,宜昌市,61.739607563532985,420502
420503,伍家岗区,district,Hubei,midstream,宜昌市,82.3963649564927,420503
420504,点军区,district,Hubei,midstream,宜昌市,533.3217905160103,420504
420505,猇亭区,district,Hubei,midstream,宜昌市,120.69061745235126,420505
420506,夷陵区,district,Hubei,midstream,宜昌市,3434.376715423116,420506
420525,远安县,district,Hubei,midstream,宜昌市,1746.3169588471694,420525
420526,兴山县,district,Hubei,midstream,宜昌市,2315.0963564237773,420526
420527,秭归县,district,Hubei,midstream,宜昌市,2277.5576208318844,420527
420528,长阳土家族自治县,district,Hubei,midstream,宜昌市,3394.8465110898287,420528
420529,五峰土家族自治县,district,Hubei,midstream,宜昌市,2402.559944021492,420529
420581,宜都市,district,Hubei,midstream,宜昌市,1348.946284936571,420581
420582,当阳市,district,Hubei,midstream,宜昌市,2155.452120256086,420582
420583,枝江市,district,Hubei,midstream,宜昌市,1367.8984261041835,420583
420602,襄城区,district,Hubei,midstream,襄阳市,659.3016742173489,420602
420606,樊城区,district,Hubei,midstream,襄阳市,549.6048478107225,420606
420607,襄州区,district,Hubei,midstream,襄阳市,2454.659504762595,420607
420624,南漳县,district,Hubei,midstream,襄阳市,3839.1929933240385,420624
420625,谷城县,district,Hubei,midstream,襄阳市,2547.811862076087,420625
420626,保康县,district,Hubei,midstream,襄阳市,3226.313059147245,420626
420682,老河口市,district,Hubei,midstream,襄阳市,1061.3652654803082,420682
420683,枣阳市,district,Hubei,midstream,襄阳市,3271.4903795684513,420683
420684,宜城市,district,Hubei,midstream,襄阳市,2113.4634122476555,420684
420702,梁子湖区,district,Hubei,midstream,鄂州市,494.13730009994,420702
420703,华容区,district,Hubei,midstream,鄂州市,500.50992522198146,420703
420704,鄂城区,district,Hubei,midstream,鄂州市,595.0898184191014,420704
420802,东宝区,district,Hubei,midstream,荆门市,1672.8576886307696,420802
420804,掇刀区,district,Hubei,midstream,荆门市,579.3011118998828,420804
420822,沙洋县,district,Hubei,midstream,荆门市,2146.7505643051913,420822
420881,钟祥市,district,Hubei,midstream,荆门市,4428.129387952753,420881
420882,京山市,district,Hubei,midstream,荆门市,3525.1234149379397,420882
420902,孝南区,district,Hubei,midstream,孝感市,1031.2713450698695,420902
420921,孝昌县,district,Hubei,midstream,孝感市,1182.8454546243997,420921
420922,大悟县,district,Hubei,midstream,孝感市,1978.8126646413482,420922
420923,云梦县,district,Hubei,midstream,孝感市,609.3390065249924,420923
420981,应城市,district,Hubei,midstream,孝感市,1097.8309649940052,420981
420982,安陆市,district,Hubei,midstream,孝感市,1353.3086935576634,420982
420984,汉川市,district,Hubei,midstream,孝感市,1654.5381456172217,420984
421002,沙市区,district,Hubei,midstream,荆州市,522.4526572311205,421002
421003,荆州区,district,Hubei,midstream,荆州市,1042.8041037101361,421003
421022,公安县,district,Hubei,midstream,荆州市,2278.980004664385,421022
421023,监利市,district,Hubei,midstream,荆州市,3182.442309880548,421023
421024,江陵县,district,Hubei,midstream,荆州市,1042.9125102308328,421024
421081,石首市,district,Hubei,midstream,荆州市,1401.118889655281,421081
421083,洪湖市,district,Hubei,midstream,荆州市,2439.3153394754722,421083
421087,松滋市,district,Hubei,midstream,荆州市,2179.310719804216,421087
421102,黄州区,district,Hubei,midstream,黄冈市,359.08073220662055,421102
421121,团风县,district,Hubei,midstream,黄冈市,812.8681972237358,421121
421122,红安县,district,Hubei,midstream,黄冈市,1782.5015129256783,421122
421123,罗田县,district,Hubei,midstream,黄冈市,2129.003443268264,421123
421124,英山县,district,Hubei,midstream,黄冈市,1458.7923058624224,421124
421125,浠水县,district,Hubei,midstream,黄冈市,1955.590855652272,421125
421126,蕲春县,district,Hubei,midstream,黄冈市,2404.5002345021126,421126
421127,黄梅县,district,Hubei,midstream,黄冈市,1705.7938853690362,421127
421181,麻城市,district,Hubei,midstream,黄冈市,3605.6738030500846,421181
421182,武穴市,district,Hubei,midstream,黄冈市,1224.8300994428776,421182
421202,咸安区,district,Hubei,midstream,咸宁市,1499.3450743711662,421202
421221,嘉鱼县,district,Hubei,midstream,咸宁市,1024.7220552456795,421221
421222,通城县,district,Hubei,midstream,咸宁市,1115.266294928542,421222
421223,崇阳县,district,Hubei,midstream,咸宁市,1979.5482099903622,421223
421224,通山县,district,Hubei,midstream,咸宁市,2413.7848707413095,421224
421281,赤壁市,district,Hubei,midstream,咸宁市,1705.3576865242576,421281
421303,曾都区,district,Hubei,midstream,随州市,1436.5367190255347,421303
421321,随县,district,Hubei,midstream,随州市,5527.635225334351,421321
421381,广水市,district,Hubei,midstream,随州市,2646.649501946711,421381
422801,恩施市,district,Hubei,midstream,恩施土家族苗族自治州,3957.225601134243,422801
422802,利川市,district,Hubei,midstream,恩施土家族苗族自治州,4615.027811525016,422802
422822,建始县,district,Hubei,midstream,恩施土家族苗族自治州,2670.8548098125707,422822
422823,巴东县,district,Hubei,midstream,恩施土家族苗族自治州,3347.734963116147,422823
422825,宣恩县,district,Hubei,midstream,恩施土家族苗族自治州,2747.4244559899844,422825
422826,咸丰县,district,Hubei,midstream,恩施土家族苗族自治州,2515.191859493749,422826
422827,来凤县,district,Hubei,midstream,恩施土家族苗族自治州,1335.9972167840185,422827
422828,鹤峰县,district,Hubei,midstream,恩施土家族苗族自治州,2899.714473000317,422828
429004,仙桃市,county-level-city,Hubei,midstream,,2518.345057851894,429004
429005,潜江市,county-level-city,Hubei,midstream,,1999.367743323509,429005
429006,天门市,county-level-city,Hubei,midstream,,2620.66149876015,429006
429021,神农架林区,county-level-city,Hubei,midstream,,3238.430938066015,429021
430102,芙蓉区,district,Hunan,midstream,长沙市,44.25306006705811,430102
430103,天心区,district,Hunan,midstream,长沙市,138.29142298801142,430103
430104,岳麓区,district,Hunan,midstream,长沙市,544.2841974533617,430104
430105,开福区,district,Hunan,midstream,长沙市,189.71050395074286,430105
430111,雨花区,district,Hunan,midstream,长沙市,290.3638761717172,430111
430112,望城区,district,Hunan,midstream,长沙市,950.9638826418949,430112
430121,长沙县,district,Hunan,midstream,长沙市,1756.0557749531679,430121
430181,浏阳市,district,Hunan,midstream,长沙市,4996.606313937902,430181
430182,宁乡市,district,Hunan,midstream,长沙市,2909.3114907941303,430182
430202,荷塘区,district,Hunan,midstream,株洲市,153.3348448791306,430202
430203,芦淞区,district,Hunan,midstream,株洲市,220.59372785532295,430203
430204,石峰区,district,Hunan,midstream,株洲市,165.48701532942033,430204
430211,天元区,district,Hunan,midstream,株洲市,323.90663306505667,430211
430212,渌口区,district,Hunan,midstream,株洲市,1056.8495131515695,430212
430223,攸县,district,Hunan,midstream,株洲市,2662.2369421039148,430223
430224,茶陵县,district,Hunan,midstream,株洲市,2505.879597943608,430224
430225,炎陵县,district,Hunan,midstream,株洲市,2038.1575356100918,430225
430281,醴陵市,district,Hunan,midstream,株洲市,2139.2311974108093,430281
430302,雨湖区,district,Hunan,midstream,湘潭市,455.2440148685728,430302
430304,岳塘区,district,Hunan,midstream,湘潭市,207.68242162875484,430304
430321,湘潭县,district,Hunan,midstream,湘潭市,2140.935987392846,430321
430381,湘乡市,district,Hunan,midstream,湘潭市,1962.8516933179426,430381
430382,韶山市,district,Hunan,midstream,湘潭市,248.38564400653016,430382
430405,珠晖区,district,Hunan,midstream,衡阳市,219.58236255545197,430405
430406,雁峰区,district,Hunan,midstream,衡阳市,82.50911014766757,430406
430407,石鼓区,district,Hunan,midstream,衡阳市,105.24811941945023,430407
430408,蒸湘区,district,Hunan,midstream,衡阳市,112.30543541017636,430408
430412,南岳区,district,Hunan,midstream,衡阳市,182.14228009057442,430412
430421,衡阳县,district,Hunan,midstream,衡阳市,2561.639018126502,430421
430422,衡南县,district,Hunan,midstream,衡阳市,2608.3088259431916,430422
430423,衡山县,district,Hunan,midstream,衡阳市,931.1562450536896,430423
430424,衡东县,district,Hunan,midstream,衡阳市,1927.9859919143826,430424
430426,祁东县,district,Hunan,midstream,衡阳市,1874.3111402249808,430426
430481,耒阳市,district,Hunan,midstream,衡阳市,2652.9140705552,430481
430482,常宁市,district,Hunan,midstream,衡阳市,2045.8508324189402,430482
430502,双清区,district,Hunan,midstream,邵阳市,133.81988491438548,430502
430503,大祥区,district,Hunan,midstream,邵阳市,213.05810226465124,430503
430511,北塔区,district,Hunan,midstream,邵阳市,84.30528725463664,430511
430522,新邵县,district,Hunan,midstream,邵阳市,1767.2840436021834,430522
430523,邵阳县,district,Hunan,midstream,邵阳市,1999.9132959822446,430523
430524,隆回县,district,Hunan,midstream,邵阳市,2863.7516931277955,430524
430525,洞口县,district,Hunan,midstream,邵阳市,2169.340565753624,430525
430527,绥宁县,district,Hunan,midstream,邵阳市,2922.1114589525023,430527
430528,新宁县,district,Hunan,midstream,邵阳市,2752.4809121944645,430528
430529,城步苗族自治县,district,Hunan,midstream,邵阳市,2605.4793805466657,430529
430581,武冈市,district,Hunan,midstream,邵阳市,1533.6921043106056,430581
430582,邵东市,district,Hunan,midstream,邵阳市,1780.5717299473185,430582
430602,岳阳楼区,district,Hunan,midstream,岳阳市,408.0058466236045,430602
430603,云溪区,district,Hunan,midstream,岳阳市,381.3260412868489,430603
430611,君山区,district,Hunan,midstream,岳阳市,625.8785386426309,430611
430621,岳阳县,district,Hunan,midstream,岳阳市,2814.3451686208323,430621
430623,华容县,district,Hunan,midstream,岳阳市,1601.9572347680116,430623
430624,湘阴县,district,Hunan,midstream,岳阳市,1537.0941699566822,430624
430626,平江县,district,Hunan,midstream,岳阳市,4115.808234743796,430626
430681,汨罗市,district,Hunan,midstream,岳阳市,1668.1606249355873,430681
430682,临湘市,district,Hunan,midstream,岳阳市,1719.7742849854283,430682
430702,武陵区,district,Hunan,midstream,常德市,298.6799019565054,430702
430703,鼎城区,district,Hunan,midstream,常德市,2452.5982035913476,430703
430721,安乡县,district,Hunan,midstream,常德市,1100.490668322925,430721
430722,汉寿县,district,Hunan,midstream,常德市,2093.912734860146,430722
430723,澧县,district,Hunan,midstream,常德市,2072.790088143822,430723
430724,临澧县,district,Hunan,midstream,常德市,1204.6465916402308,430724
430725,桃源县,district,Hunan,midstream,常德市,4447.675115726998,430725
430726,石门县,district,Hunan,midstream,常德市,3975.3944783161064,430726
430781,津市市,district,Hunan,midstream,常德市,557.0456065904302,430781
430802,永定区,district,Hunan,midstream,张家界市,2187.4811341140635,430802
430811,武陵源区,district,Hunan,midstream,张家界市,393.6334703340584,430811
430821,慈利县,district,Hunan,midstream,张家界市,3487.8537004678765,430821
430822,桑植县,district,Hunan,midstream,张家界市,3465.7006514211116,430822
430902,资阳区,district,Hunan,midstream,益阳市,580.9614250920342,430902
430903,赫山区,district,Hunan,midstream,益阳市,1271.5863402074306,430903
430921,南县,district,Hunan,midstream,益阳市,1328.1162631795721,430921
430922,桃江县,district,Hunan,midstream,益阳市,2067.9861043167502,430922
430923,安化县,district,Hunan,midstream,益阳市,4952.663479883486,430923
430981,沅江市,district,Hunan,midstream,益阳市,2133.075684945895,430981
431002,北湖区,district,Hunan,midstream,郴州市,819.6536319553479,431002
431003,苏仙区,district,Hunan,midstream,郴州市,1340.1659637990401,431003
431021,桂阳县,district,Hunan,midstream,郴州市,2960.882224535952,431021
431022,宜章县,district,Hunan,midstream,郴州市,2131.372927393927,431022
431023,永兴县,district,Hunan,midstream,郴州市,1975.873861079918,431023
431024,嘉禾县,district,Hunan,midstream,郴州市,691.107680788746,431024
431025,临武县,district,Hunan,midstream,郴州市,1377.1709107137021,431025
431026,汝城县,district,Hunan,midstream,郴州市,2400.828188251899,431026
431027,桂东县,district,Hunan,midstream,郴州市,1434.1298709275188,431027
431028,安仁县,district,Hunan,midstream,郴州市,1466.6567411667606,431028
431081,资兴市,district,Hunan,midstream,郴州市,2727.4097598488725,431081
431102,零陵区,district,Hunan,midstream,永州市,1972.4960372071669,431102
431103,冷水滩区,district,Hunan,midstream,永州市,1215.699517473588,431103
431121,祁阳市,district,Hunan,midstream,永州市,2542.158302672965,431121
431122,东安县,district,Hunan,midstream,永州市,2211.7739655461974,431122
431123,双牌县,district,Hunan,midstream,永州市,1722.5145268925116,431123
431124,道县,district,Hunan,midstream,永州市,2453.6235560721066,431124
431125,江永县,district,Hunan,midstream,永州市,1625.5591103622712,431125
431126,宁远县,district,Hunan,midstream,永州市,2489.1174154944124,431126
431127,蓝山县,district,Hunan,midstream,永州市,1804.7652975449591,431127
431128,新田县,district,Hunan,midstream,永州市,1001.7012768378321,431128
431129,江华瑶族自治县,district,Hunan,midstream,永州市,3259.0989507542076,431129
431202,鹤城区,district,Hunan,midstream,怀化市,674.407700969419,431202
431221,中方县,district,Hunan,midstream,怀化市,1516.8341646902388,431221
431222,沅陵县,district,Hunan,midstream,怀化市,5811.305127563067,431222
431223,辰溪县,district,Hunan,midstream,怀化市,1991.7587053500454,431223
431224,溆浦县,district,Hunan,midstream,怀化市,3426.3300916329713,431224
431225,会同县,district,Hunan,midstream,怀化市,2260.729978727097,431225
431226,麻阳苗族自治县,district,Hunan,midstream,怀化市,1568.5709355174952,431226
431227,新晃侗族自治县,district,Hunan,midstream,怀化市,1494.7911829303214,431227
431228,芷江侗族自治县,district,Hunan,midstream,怀化市,2090.1501021671816,431228
431229,靖州苗族侗族自治县,district,Hunan,midstream,怀化市,2207.2272020914725,431229
431230,通道侗族自治县,district,Hunan,midstream,怀化市,2213.285115658562,431230
431281,洪江市,district,Hunan,midstream,怀化市,2293.189124397348,431281
431302,娄星区,district,Hunan,midstream,娄底市,628.2915605627752,431302
431321,双峰县,district,Hunan,midstream,娄底市,1599.5853010677536,431321
431322,新化县,district,Hunan,midstream,娄底市,3645.2933877972932,431322
431381,冷水江市,district,Hunan,midstream,娄底市,432.0432814975172,431381
431382,涟源市,district,Hunan,midstream,娄底市,1806.0394015781183,431382
433101,吉首市,district,Hunan,midstream,湘西土家族苗族自治州,1078.6699258619512,433101
433122,泸溪县,district,Hunan,midstream,湘西土家族苗族自治州,1566.8422736659745,433122
433123,凤凰县,district,Hunan,midstream,湘西土家族苗族自治州,1727.7920133711343,433123
433124,花垣县,district,Hunan,midstream,湘西土家族苗族自治州,1108.850047403911,433124
433125,保靖县,district,Hunan,midstream,湘西土家族苗族自治州,1753.3147098067548,433125
433126,古丈县,district,Hunan,midstream,湘西土家族苗族自治州,1297.8540964067822,433126
433127,永顺县,district,Hunan,midstream,湘西土家族苗族自治州,3825.395896001024,433127
433130,龙山县,district,Hunan,midstream,湘西土家族苗族自治州,3135.593902314214,433130
500101,万州区,district,Chongqing,upstream,,3454.535607572833,500101
500102,涪陵区,district,Chongqing,upstream,,2945.2469737369333,500102
500103,渝中区,district,Chongqing,upstream,,23.79432021572131,500103
500104,大渡口区,district,Chongqing,upstream,,103.77187024321111,500104
500105,江北区,district,Chongqing,upstream,,221.22762724812833,500105
500106,沙坪坝区,district,Chongqing,upstream,,397.3222177927439,500106
500107,九龙坡区,district,Chongqing,upstream,,432.1664135581398,500107
500108,南岸区,district,Chongqing,upstream,,262.8061299823924,500108
500109,北碚区,district,Chongqing,upstream,,749.5305842733702,500109
500110,綦江区,district,Chongqing,upstream,,2754.6916020241556,500110
500111,大足区,district,Chongqing,upstream,,1434.2736628911077,500111
500112,渝北区,district,Chongqing,upstream,,1458.2234796203172,500112
500113,巴南区,district,Chongqing,upstream,,1818.9202988931042,500113
500114,黔江区,district,Chongqing,upstream,,2397.6549780720698,500114
500115,长寿区,district,Chongqing,upstream,,1422.9345002029124,500115
500116,江津区,district,Chongqing,upstream,,3217.020774475023,500116
500117,合川区,district,Chongqing,upstream,,2347.542880106678,500117
500118,永川区,district,Chongqing,upstream,,1581.0522657100637,500118
500119,南川区,district,Chongqing,upstream,,2598.2968829536485,500119
500120,璧山区,district,Chongqing,upstream,,912.8121530993141,500120
500151,铜梁区,district,Chongqing,upstream,,1340.9556522430635,500151
500152,潼南区,district,Chongqing,upstream,,1587.9098628148536,500152
500153,荣昌区,district,Chongqing,upstream,,1075.6728615686081,500153
500154,开州区,district,Chongqing,upstream,,3961.901744198271,500154
500155,梁平区,district,Chongqing,upstream,,1896.0272739182844,500155
500156,武隆区,district,Chongqing,upstream,,2890.1172082046523,500156
500229,城口县,district,Chongqing,upstream,,3291.9573390596975,500229
500230,丰都县,district,Chongqing,upstream,,2898.7968854798455,500230
500231,垫江县,district,Chongqing,upstream,,1517.7027748418257,500231
500233,忠县,district,Chongqing,upstream,,2181.015419592295,500233
500235,云阳县,district,Chongqing,upstream,,3642.836577721061,500235
500236,奉节县,district,Chongqing,upstream,,4098.478891114488,500236
500237,巫山县,district,Chongqing,upstream,,2953.2742821993697,500237
500238,巫溪县,district,Chongqing,upstream,,4028.4328808752093,500238
500240,石柱土家族自治县,district,Chongqing,upstream,,3012.515865115289,500240
500241,秀山土家族苗族自治县,district,Chongqing,upstream,,2453.969155118124,500241
500242,酉阳土家族苗族自治县,district,Chongqing,upstream,,5174.9588719468575,500242
500243,彭水苗族土家族自治县,district,Chongqing,upstream,,3899.2979715778592,500243
510104,锦江区,district,Sichuan,upstream,成都市,61.12342357243482,510104
510105,青羊区,district,Sichuan,upstream,成都市,66.51174540574401,510105
510106,金牛区,district,Sichuan,upstream,成都市,109.9032113235389,510106
510107,武侯区,district,Sichuan,upstream,成都市,127.6108935081082,510107
510108,成华区,district,Sichuan,upstream,成都市,108.12402421679991,510108
510112,龙泉驿区,district,Sichuan,upstream,成都市,560.0025769978663,510112
510113,青白江区,district,Sichuan,upstream,成都市,371.2977290314394,510113
510114,新都区,district,Sichuan,upstream,成都市,499.86468054748644,510114
510115,温江区,district,Sichuan,upstream,成都市,276.8610390080862,510115
510116,双流区,district,Sichuan,upstream,成都市,1064.894020183755,510116
510117,郫都区,district,Sichuan,upstream,成都市,433.93472572358877,510117
510118,新津区,district,Sichuan,upstream,成都市,330.5869707751814,510118
510121,金堂县,district,Sichuan,upstream,成都市,1158.913755380515,510121
510129,大邑县,district,Sichuan,upstream,成都市,1280.3105343524098,510129
510131,蒲江县,district,Sichuan,upstream,成都市,581.6277399975646,510131
510181,都江堰市,district,Sichuan,upstream,成都市,1205.2129875462706,510181
510182,彭州市,district,Sichuan,upstream,成都市,1421.812418542818,510182
510183,邛崃市,district,Sichuan,upstream,成都市,1378.1579232460015,510183
510184,崇州市,district,Sichuan,upstream,成都市,1091.4190398590788,510184
510185,简阳市,district,Sichuan,upstream,成都市,2216.109408092721,510185
510302,自流井区,district,Sichuan,upstream,自贡市,154.93988380004154,510302
510303,贡井区,district,Sichuan,upstream,自贡市,407.37447414370126,510303
510304,大安区,district,Sichuan,upstream,自贡市,400.8371998943217,510304
510311,沿滩区,district,Sichuan,upstream,自贡市,468.8821942668786,510311
510321,荣县,district,Sichuan,upstream,自贡市,1604.7503049805955,510321
510322,富顺县,district,Sichuan,upstream,自贡市,1336.3950849139476,510322
510402,东区,district,Sichuan,upstream,攀枝花市,165.46204226666356,510402
510403,西区,district,Sichuan,upstream,攀枝花市,132.93417611709418,510403
510411,仁和区,district,Sichuan,upstream,攀枝花市,1722.431811177577,510411
510421,米易县,district,Sichuan,upstream,攀枝花市,2108.5018864225594,510421
510422,盐边县,district,Sichuan,upstream,攀枝花市,3269.1987309988676,510422
510502,江阳区,district,Sichuan,upstream,泸州市,649.7519448984847,510502
510503,纳溪区,district,Sichuan,upstream,泸州市,1153.65863593898,510503
510504,龙马潭区,district,Sichuan,upstream,泸州市,332.8113433899871,510504
510521,泸县,district,Sichuan,upstream,泸州市,1529.713557561158,510521
510522,合江县,district,Sichuan,upstream,泸州市,2418.8405292109733,510522
510524,叙永县,district,Sichuan,upstream,泸州市,2972.5037770413005,510524
510525,古蔺县,district,Sichuan,upstream,泸州市,3187.8281660916814,510525
510603,旌阳区,district,Sichuan,upstream,德阳市,650.2242790273405,510603
510604,罗江区,district,Sichuan,upstream,德阳市,445.8921566504927,510604
510623,中江县,district,Sichuan,upstream,德阳市,2202.042812711752,510623
510681,广汉市,district,Sichuan,upstream,德阳市,548.2362309540132,510681
510682,什邡市,district,Sichuan,upstream,德阳市,822.1858322496175,510682
510683,绵竹市,district,Sichuan,upstream,德阳市,1244.2334174901148,510683
510703,涪城区,district,Sichuan,upstream,绵阳市,557.395747947647,510703
510704,游仙区,district,Sichuan,upstream,绵阳市,1016.2198111307428,510704
510705,安州区,district,Sichuan,upstream,绵阳市,1188.8697102423005,510705
510722,三台县,district,Sichuan,upstream,绵阳市,2664.0247339205393,510722
510723,盐亭县,district,Sichuan,upstream,绵阳市,1645.9373251296656,510723
510725,梓潼县,district,Sichuan,upstream,绵阳市,1447.7293671697373,510725
510726,北川羌族自治县,district,Sichuan,upstream,绵阳市,3076.9267569680073,510726
510727,平武县,district,Sichuan,upstream,绵阳市,5959.851620950242,510727
510781,江油市,district,Sichuan,upstream,绵阳市,2723.792843851007,510781
510802,利州区,district,Sichuan,upstream,广元市,1533.0358124344427,510802
510811,昭化区,district,Sichuan,upstream,广元市,1429.2405031181252,510811
510812,朝天区,district,Sichuan,upstream,广元市,1615.5439341529066,510812
510821,旺苍县,district,Sichuan,upstream,广元市,2994.8151238704277,510821
510822,青川县,district,Sichuan,upstream,广元市,3219.1947319724986,510822
510823,剑阁县,district,Sichuan,upstream,广元市,3203.6405813223428,510823
510824,苍溪县,district,Sichuan,upstream,广元市,2332.8658221475257,510824
510903,船山区,district,Sichuan,upstream,遂宁市,605.4513296585347,510903
510904,安居区,district,Sichuan,upstream,遂宁市,1270.0755490305205,510904
510921,蓬溪县,district,Sichuan,upstream,遂宁市,1254.9235814918375,510921
510923,大英县,district,Sichuan,upstream,遂宁市,702.1264457676583,510923
510981,射洪市,district,Sichuan,upstream,遂宁市,1499.6178143162429,510981
511002,市中区,district,Sichuan,upstream,内江市,385.8313381356674,511002
511011,东兴区,district,Sichuan,upstream,内江市,1183.09872262379,511011
511024,威远县,district,Sichuan,upstream,内江市,1289.8393497429217,511024
511025,资中县,district,Sichuan,upstream,内江市,1736.969267166756,511025
511083,隆昌市,district,Sichuan,upstream,内江市,795.8681165302316,511083
511102,市中区,district,Sichuan,upstream,乐山市,840.8337639013845,511102
511111,沙湾区,district,Sichuan,upstream,乐山市,603.8314194355675,511111
511112,五通桥区,district,Sichuan,upstream,乐山市,464.60847626742856,511112
511113,金口河区,district,Sichuan,upstream,乐山市,602.7384715450933,511113
511123,犍为县,district,Sichuan,upstream,乐山市,1372.365408726566,511123
511124,井研县,district,Sichuan,upstream,乐山市,843.6230691450852,511124
511126,夹江县,district,Sichuan,upstream,乐山市,741.0986935520546,511126
511129,沐川县,district,Sichuan,upstream,乐山市,1418.2703325656173,511129
511132,峨边彝族自治县,district,Sichuan,upstream,乐山市,2381.0498348900237,511132
511133,马边彝族自治县,district,Sichuan,upstream,乐山市,2297.7891694732384,511133
511181,峨眉山市,district,Sichuan,upstream,乐山市,1190.0064655534738,511181
511302,顺庆区,district,Sichuan,upstream,南充市,540.5495402748558,511302
511303,高坪区,district,Sichuan,upstream,南充市,815.0806795989997,511303
511304,嘉陵区,district,Sichuan,upstream,南充市,1173.7585880394934,511304
511321,南部县,district,Sichuan,upstream,南充市,2214.3770447207116,511321
511322,营山县,district,Sichuan,upstream,南充市,1634.4848989271263,511322
511323,蓬安县,district,Sichuan,upstream,南充市,1331.640936040372,511323
511324,仪陇县,district,Sichuan,upstream,南充市,1793.5275402771722,511324
511325,西充县,district,Sichuan,upstream,南充市,1109.4050944184717,511325
511381,阆中市,district,Sichuan,upstream,南充市,1878.3393334841016,511381
511402,东坡区,district,Sichuan,upstream,眉山市,1331.0761020683246,511402
