all_RMSE,all_MAE,all_R2,all_PearsonR,all_WillmottD,all_KGE,all_Bias,lst_ds_RMSE,lst_ds_MAE,lst_ds_R2,lst_ds_PearsonR,lst_ds_WillmottD,lst_ds_KGE,lst_ds_Bias,kndvi_ds_RMSE,kndvi_ds_MAE,kndvi_ds_R2,kndvi_ds_PearsonR,kndvi_ds_WillmottD,kndvi_ds_KGE,kndvi_ds_Bias,raw_lst_c_RMSE,raw_lst_c_MAE,raw_lst_c_R2,raw_lst_c_PearsonR,raw_lst_c_WillmottD,raw_lst_c_KGE,raw_lst_c_Bias,raw_kndvi_RMSE,raw_kndvi_MAE,raw_kndvi_R2,raw_kndvi_PearsonR,raw_kndvi_WillmottD,raw_kndvi_KGE,raw_kndvi_Bias,residual_MoranI,within_county_R2,within_county_PearsonR,within_county_RMSE,frac_variance_between_county,strideH_R2,strideH_RMSE,strideH_n,shock_RMSE,shock_R2,shock_n,calm_RMSE,calm_R2,calm_n,reach_downstream_RMSE,reach_midstream_RMSE,reach_upstream_RMSE,n_samples,model,type,n_parameters,n_seeds,epochs_run,best_val_rmse,train_seconds,all_RMSE_seed_mean,all_RMSE_seed_std,all_R2_seed_mean,all_R2_seed_std,within_county_R2_seed_mean,within_county_R2_seed_std,residual_MoranI_seed_mean,residual_MoranI_seed_std,shock_RMSE_seed_mean,shock_RMSE_seed_std
0.3641423537042433,0.26700449830994655,0.8507798898146054,0.9227043929006226,0.9593357879912391,0.9038520111180482,0.011372136424535403,0.30879331955323686,0.23494693678005973,0.8873664096243802,0.9422697553442068,0.9692041788530086,0.9111315574134782,-0.019869168172589984,0.4121237597152402,0.2990620598398333,0.8173587819603351,0.906169026538309,0.9503159550087302,0.8844044263841715,0.04261344102166079,1.1132089788402169,0.8469906016520208,0.9715296433158779,0.9857315813267387,0.9926989766111494,0.9741265785882479,-0.0716289338073663,0.046723521327066524,0.033905428151567774,0.8582477526456959,0.9285074500323641,0.9627094035403377,0.9154399385293788,0.004831194428334073,0.8201138973236084,0.7075256909578138,0.844795817122796,0.29339670839832976,0.6523396736917785,0.8885427050203982,0.3056901786355759,12782,0.35848660180299946,0.8643766964139799,4022,0.3020098397103965,0.8905769441668806,32188,0.2745995102268316,0.30032144918519366,0.3363831908091369,36210,no_N4_ecoloss,ablation,356081,3,27,0.35169196128845215,277.1231999397278,0.3670699420021892,0.004693441645004476,0.8483460911347004,0.0038924400241298765,0.7000790840808814,0.011100142186475814,0.8200189272562662,0.0046996445320173965,0.36204979287693656,0.008868278703032913
