epoch,train_loss,val_loss,train_rmse,val_rmse,train_mae,val_mae,train_r2,val_r2,lr,seconds
1,0.25549806822511484,0.26422831498914295,0.4898005425930023,0.4992508292198181,0.3803430497646332,0.389161616563797,0.6949405074119568,0.7008436322212219,0.0,3.3209874629974365
2,0.17596374702279585,0.2360576999684175,0.39278289675712585,0.47191449999809265,0.29758980870246887,0.3665190637111664,0.799692690372467,0.732707142829895,0.0004,3.4923574924468994
3,0.15444648666168326,0.205992608020703,0.3973407745361328,0.4417233169078827,0.29706302285194397,0.34121274948120117,0.7879729270935059,0.7658138275146484,0.0008,3.499849319458008
4,0.1424794394443644,0.17950460873544216,0.366106241941452,0.41332000494003296,0.27812737226486206,0.3172172009944916,0.8296780586242676,0.7949624061584473,0.0012,3.5801398754119873
5,0.13085552489867916,0.15944451197153992,0.368865042924881,0.3899558186531067,0.27730777859687805,0.29752740263938904,0.8279061317443848,0.8174880146980286,0.0016,3.3593621253967285
6,0.124199379456264,0.14716630366941294,0.341173380613327,0.3751605749130249,0.2581450045108795,0.2847168743610382,0.8518746495246887,0.831074595451355,0.002,3.455827236175537
7,0.11140367727893502,0.1407537596921126,0.32170113921165466,0.36742937564849854,0.24329054355621338,0.2780623435974121,0.868375301361084,0.837965190410614,0.0019983691039261358,3.393881320953369
8,0.09781970174776183,0.1356430896040466,0.2875686585903168,0.36109936237335205,0.21976296603679657,0.2733374536037445,0.8928338885307312,0.8435000777244568,0.0019934817353485504,3.3846123218536377
9,0.09476804633395396,0.13239668454560968,0.30138373374938965,0.3570193946361542,0.22993898391723633,0.2704991400241852,0.8830716609954834,0.8470166325569153,0.001985353835847693,3.453338861465454
10,0.08746671014361912,0.13169007810453573,0.2798062264919281,0.35643479228019714,0.21288838982582092,0.2702929377555847,0.9010594487190247,0.8475172519683838,0.0019740119169423336,3.487210512161255
11,0.0804496515732612,0.1303178028513988,0.27128610014915466,0.35439127683639526,0.20625610649585724,0.2692566514015198,0.9064143300056458,0.8492606282234192,0.0019594929736144974,3.4557056427001953
12,0.07696150971783532,0.12876147155960402,0.2671968638896942,0.3520776033401489,0.2009260654449463,0.267747700214386,0.9078478813171387,0.8512223958969116,0.0019418443636395248,3.3606159687042236
13,0.07172005718061025,0.12935524495939413,0.2524031102657318,0.3528302013874054,0.19036786258220673,0.26877039670944214,0.921387255191803,0.8505856990814209,0.0019211236531148502,3.4669320583343506
14,0.06953704625153713,0.12929237385590872,0.2515641450881958,0.35257992148399353,0.1912560611963272,0.2686959505081177,0.9197083115577698,0.8507975935935974,0.0018973984286913585,3.58125901222229
15,0.06328369931672974,0.13005263544619083,0.23678766191005707,0.35359126329421997,0.1802658885717392,0.2698530852794647,0.9289721250534058,0.8499404191970825,0.0018707460771197773,3.5092954635620117
16,0.06373000758693373,0.13161318749189377,0.23578698933124542,0.3557087779045105,0.17845948040485382,0.2716447412967682,0.9297579526901245,0.8481377363204956,0.0018412535328311812,3.5020229816436768
17,0.05944089210756561,0.13189773592684004,0.23168036341667175,0.35614320635795593,0.17792047560214996,0.27174636721611023,0.9314961433410645,0.8477665781974792,0.0018090169943749475,3.5345773696899414
18,0.05636444501578808,0.13274355087843207,0.22890891134738922,0.35721302032470703,0.17364473640918732,0.272711843252182,0.932802140712738,0.8468506336212158,0.0017741416106390826,3.514031171798706
19,0.05235170177889593,0.13345452646414438,0.21734824776649475,0.358066201210022,0.16515794396400452,0.2735346853733063,0.9376781582832336,0.8461182117462158,0.001736741137876405,3.315901756286621
20,0.05046748044314208,0.13450606125924322,0.2072080820798874,0.35954180359840393,0.1587284356355667,0.27469345927238464,0.9434388875961304,0.8448472619056702,0.0016969375686552938,3.3414669036865234
21,0.049657957601374474,0.13478364133172566,0.212074875831604,0.3598717153072357,0.16173499822616577,0.27500471472740173,0.9444038271903992,0.8445624113082886,0.0016548607339452852,3.606633186340332
22,0.05058901479644497,0.13516058917674753,0.21586981415748596,0.3603220283985138,0.1645452231168747,0.2752161920070648,0.9394036531448364,0.8441731929779053,0.0016106478796354383,3.472761392593384
23,0.04659116374397719,0.1357914695723189,0.20470333099365234,0.3610855042934418,0.15681107342243195,0.27593693137168884,0.9453173279762268,0.8435121178627014,0.0015644432188667695,3.360767364501953
24,0.04284070879483307,0.13638382135993904,0.19351191818714142,0.36195772886276245,0.14756685495376587,0.2766188681125641,0.9526431560516357,0.8427551984786987,0.001516397461638962,3.661682605743408
25,0.04122032444897315,0.13670633733272552,0.19380976259708405,0.36249417066574097,0.14769738912582397,0.27707934379577637,0.9521381258964539,0.8422887325286865,0.0014666673232256737,3.596325397491455
26,0.041362229622620386,0.137205905177527,0.19091439247131348,0.36329975724220276,0.14572705328464508,0.27778998017311096,0.9534136652946472,0.8415870070457458,0.0014154150130018866,3.3875317573547363
27,0.04180814734211674,0.13786889426410198,0.19256940484046936,0.3641866147518158,0.14699293673038483,0.278439998626709,0.9533935785293579,0.840812623500824,0.001362807705350641,3.3871710300445557
