epoch,train_loss,val_loss,train_rmse,val_rmse,train_mae,val_mae,train_r2,val_r2,lr,seconds
1,0.2552728945935579,0.266163592123323,0.49444931745529175,0.5050171613693237,0.38195404410362244,0.3887626826763153,0.6891223192214966,0.693893313407898,0.0,3.0462465286254883
2,0.17613591068852558,0.23784585607548556,0.393260657787323,0.47713005542755127,0.2981821596622467,0.3676704466342926,0.7992050647735596,0.7267663478851318,0.0004,3.05138897895813
3,0.15066288300414585,0.20878592485355008,0.394814670085907,0.4476366639137268,0.29322996735572815,0.3445252776145935,0.7906603217124939,0.7595016956329346,0.0008,2.9417879581451416
4,0.13906078814720432,0.1826884974208143,0.36244213581085205,0.41952046751976013,0.27554282546043396,0.32205596566200256,0.8330702781677246,0.788764476776123,0.0012,3.1105387210845947
5,0.12653182055111284,0.16202209951976934,0.3642464280128479,0.3954104483127594,0.27416205406188965,0.30249977111816406,0.8321888446807861,0.8123463988304138,0.0016,3.025146245956421
6,0.12138833588472119,0.14706372448967564,0.3442332446575165,0.37712743878364563,0.2616988718509674,0.28736215829849243,0.849205732345581,0.8292986750602722,0.002,2.996288299560547
7,0.10689837780238977,0.13798559539847904,0.31446272134780884,0.3656056821346283,0.2382201850414276,0.2774498760700226,0.8742318749427795,0.8395696878433228,0.0019983691039261358,2.9017391204833984
8,0.09394448021495784,0.13225230967832935,0.2868020832538605,0.35823753476142883,0.2197103500366211,0.2715489864349365,0.893404483795166,0.845970869064331,0.0019934817353485504,2.9612929821014404
9,0.09040841184880423,0.1293063908815384,0.2960338890552521,0.35459044575691223,0.2257595956325531,0.2687305808067322,0.8871860504150391,0.8490911722183228,0.001985353835847693,3.054365396499634
10,0.08444504210794414,0.12827911641862658,0.2755277752876282,0.353572279214859,0.20913231372833252,0.2679896950721741,0.904062032699585,0.8499565124511719,0.0019740119169423336,3.1084096431732178
11,0.07744280860698136,0.12708348698086208,0.26727014780044556,0.35199978947639465,0.20296646654605865,0.2672489881515503,0.9091646075248718,0.8512881994247437,0.0019594929736144974,3.017893075942993
12,0.07354626790792854,0.1261702109542158,0.2632718086242676,0.3507857620716095,0.1980428844690323,0.2665506601333618,0.9105353355407715,0.8523122072219849,0.0019418443636395248,3.0189480781555176
13,0.06668603593024655,0.1262381805313958,0.24778929352760315,0.35098645091056824,0.18670597672462463,0.26705580949783325,0.9242349863052368,0.8521431684494019,0.0019211236531148502,3.077599287033081
14,0.0666059124008786,0.12595288227829668,0.24854034185409546,0.3505723476409912,0.18888169527053833,0.26685020327568054,0.9216269254684448,0.8524918556213379,0.0018973984286913585,3.151648759841919
15,0.06082556943456046,0.126367576006386,0.2354918271303177,0.35115379095077515,0.17938998341560364,0.26756206154823303,0.9297474026679993,0.8520021438598633,0.0018707460771197773,3.120218515396118
16,0.05901792168402843,0.12710960768163204,0.23158857226371765,0.35213831067085266,0.1761331409215927,0.2685948312282562,0.9322371482849121,0.8511711359024048,0.0018412535328311812,3.055617570877075
17,0.05708143632749424,0.12763672177162436,0.22839529812335968,0.3529539406299591,0.17474891245365143,0.2691437602043152,0.9334250688552856,0.8504809141159058,0.0018090169943749475,2.972564220428467
18,0.05260276449096464,0.1285767588350508,0.22215615212917328,0.3543035686016083,0.16902044415473938,0.2704605162143707,0.9367083311080933,0.849335253238678,0.0017741416106390826,3.151038885116577
19,0.04844124407761476,0.12938541505071852,0.2147732377052307,0.35540613532066345,0.16272036731243134,0.27144280076026917,0.939146101474762,0.8483960628509521,0.001736741137876405,2.8890700340270996
20,0.04845053539783866,0.13030945426887935,0.20441952347755432,0.3566988408565521,0.15673144161701202,0.27258750796318054,0.944951057434082,0.8472911715507507,0.0016969375686552938,2.983189582824707
21,0.04729115163934403,0.13111455862720808,0.20559868216514587,0.3577561378479004,0.15617287158966064,0.2735399901866913,0.947747528553009,0.846384584903717,0.0016548607339452852,3.057743549346924
22,0.04731575923081297,0.13238468621340063,0.21360136568546295,0.3594525158405304,0.16201674938201904,0.2750808596611023,0.9406705498695374,0.8449243307113647,0.0016106478796354383,3.1618266105651855
23,0.04509417654739486,0.13337599775857395,0.2050631046295166,0.360693097114563,0.1572824865579605,0.27631327509880066,0.9451249241828918,0.8438520431518555,0.0015644432188667695,2.9287118911743164
24,0.04237194148115289,0.1343425071487824,0.19480235874652863,0.36199918389320374,0.14845536649227142,0.2775368094444275,0.9520094394683838,0.8427191972732544,0.001516397461638962,3.1128132343292236
25,0.04060997287307283,0.13498278169168365,0.1935810148715973,0.36286288499832153,0.14760510623455048,0.27829593420028687,0.9522510170936584,0.8419677019119263,0.0014666673232256737,3.036280870437622
26,0.04103984477880754,0.13575518255432448,0.19460321962833405,0.3638186752796173,0.14840388298034668,0.279265820980072,0.9515959620475769,0.8411341309547424,0.0014154150130018866,3.023146390914917
27,0.03862618736370846,0.1367845500095023,0.18872058391571045,0.36518386006355286,0.14358600974082947,0.28051167726516724,0.9552379846572876,0.8399395942687988,0.001362807705350641,2.96844744682312
28,0.03706054860537035,0.13716776255104277,0.18411128222942352,0.3656177520751953,0.14077477157115936,0.2809820771217346,0.9560241103172302,0.8395590782165527,0.0013090169943749475,3.069974422454834
29,0.03757118741766764,0.13769303200145563,0.19624046981334686,0.3662371039390564,0.1479979157447815,0.28167322278022766,0.9531005024909973,0.839015007019043,0.0012542183341934872,2.8093996047973633
