all_RMSE,all_MAE,all_R2,all_PearsonR,all_WillmottD,all_KGE,all_Bias,lst_ds_RMSE,lst_ds_MAE,lst_ds_R2,lst_ds_PearsonR,lst_ds_WillmottD,lst_ds_KGE,lst_ds_Bias,kndvi_ds_RMSE,kndvi_ds_MAE,kndvi_ds_R2,kndvi_ds_PearsonR,kndvi_ds_WillmottD,kndvi_ds_KGE,kndvi_ds_Bias,raw_lst_c_RMSE,raw_lst_c_MAE,raw_lst_c_R2,raw_lst_c_PearsonR,raw_lst_c_WillmottD,raw_lst_c_KGE,raw_lst_c_Bias,raw_kndvi_RMSE,raw_kndvi_MAE,raw_kndvi_R2,raw_kndvi_PearsonR,raw_kndvi_WillmottD,raw_kndvi_KGE,raw_kndvi_Bias,residual_MoranI,within_county_R2,within_county_PearsonR,within_county_RMSE,frac_variance_between_county,strideH_R2,strideH_RMSE,strideH_n,shock_RMSE,shock_R2,shock_n,calm_RMSE,calm_R2,calm_n,reach_downstream_RMSE,reach_midstream_RMSE,reach_upstream_RMSE,n_samples,model,type,n_parameters,n_seeds,epochs_run,best_val_rmse,train_seconds,all_RMSE_seed_mean,all_RMSE_seed_std,all_R2_seed_mean,all_R2_seed_std,within_county_R2_seed_mean,within_county_R2_seed_std,residual_MoranI_seed_mean,residual_MoranI_seed_std,shock_RMSE_seed_mean,shock_RMSE_seed_std
0.36420662962332156,0.26613937930532744,0.850727206537742,0.9228726872686823,0.9594614862570543,0.904563673488002,0.018228270107672705,0.3091326096788773,0.23432845805546818,0.8871187588013587,0.9420438181258581,0.9690225413135526,0.9097138232051177,-0.014157529100768264,0.4119829702260587,0.29795030055518673,0.8174835482277012,0.9070907133359282,0.950835978184202,0.885262982370596,0.050614069316113675,1.1144321301258395,0.844760968054063,0.9714670446745907,0.9856671980049347,0.992687870473178,0.9757773768989294,-0.05103830706026725,0.04670755964313645,0.03377938518131423,0.8583445868751819,0.9292297924293521,0.9630127423241528,0.9139378222189328,0.005738246065126601,0.8143128752708435,0.7044704878858143,0.8424964941473447,0.2949251464844151,0.6523396736917785,0.8893190460509911,0.3046236960475113,12782,0.3540194053961086,0.8677357121533812,4022,0.3030569441636235,0.8898168629991872,32188,0.2687741901806048,0.30294089840932176,0.3386823649994878,36210,no_N2b_graph,ablation,281199,3,25,0.354591429233551,246.49874424934387,0.36762758904119625,0.003949069133535673,0.847892275521529,0.0032763493473501482,0.6962769112140306,0.015172199375517035,0.812148372332255,0.012530136868965126,0.35791484442879495,0.01659953036278727
