model,type,n_seeds,n_parameters,all_RMSE,all_RMSE_seed_mean,all_RMSE_seed_std,all_MAE,all_R2,all_PearsonR,all_WillmottD,all_KGE,within_county_R2,residual_MoranI,shock_RMSE,strideH_R2,all_Bias,lst_ds_RMSE,lst_ds_MAE,lst_ds_R2,lst_ds_PearsonR,lst_ds_WillmottD,lst_ds_KGE,lst_ds_Bias,kndvi_ds_RMSE,kndvi_ds_MAE,kndvi_ds_R2,kndvi_ds_PearsonR,kndvi_ds_WillmottD,kndvi_ds_KGE,kndvi_ds_Bias,raw_lst_c_RMSE,raw_lst_c_MAE,raw_lst_c_R2,raw_lst_c_PearsonR,raw_lst_c_WillmottD,raw_lst_c_KGE,raw_lst_c_Bias,raw_kndvi_RMSE,raw_kndvi_MAE,raw_kndvi_R2,raw_kndvi_PearsonR,raw_kndvi_WillmottD,raw_kndvi_KGE,raw_kndvi_Bias,within_county_PearsonR,within_county_RMSE,frac_variance_between_county,strideH_RMSE,strideH_n,shock_R2,shock_n,calm_RMSE,calm_R2,calm_n,reach_downstream_RMSE,reach_midstream_RMSE,reach_upstream_RMSE,n_samples,epochs_run,best_val_rmse,train_seconds,all_R2_seed_mean,all_R2_seed_std,within_county_R2_seed_mean,within_county_R2_seed_std,residual_MoranI_seed_mean,residual_MoranI_seed_std,shock_RMSE_seed_mean,shock_RMSE_seed_std,dRMSE_vs_PERSIST,dR2_vs_PERSIST,significant
PERSIST,proposed,3,356081,0.3632991406525338,0.3662314637136743,0.004478509059133794,0.26601696429468263,0.8514701619728121,0.923136408231618,0.9596188621304627,0.9052256133088948,0.709246231339242,0.8172090649604797,0.35560444908490896,0.8896761282270285,0.012613259012775482,0.30733338782379094,0.2334378751825114,0.8884289237629561,0.942765076103756,0.9695015969303582,0.9122630294097083,-0.01676320899964304,0.4117265110804628,0.29859605340685375,0.8177107102595362,0.9065175363742363,0.9506273109716442,0.8866990025582369,0.041989727025194004,1.1079458813108167,0.8415503899132133,0.9717982147163149,0.9858531024163534,0.9927651397949268,0.9745510816729995,-0.060431859598234924,0.04667848424925371,0.03385259584888336,0.858520892596359,0.9287761257043224,0.962897075388146,0.9166878669634714,0.004760482375619267,0.8454718881339796,0.2925324521893763,0.6523396736917785,0.30413190606908747,12782,0.8665486925134194,4022,0.30075773211378437,0.8914823810541829,32188,0.2717430762852091,0.3005932220027064,0.33455366038648304,36210,27,0.3525683283805847,305.0161747932434,0.8490402350318201,0.0036999664644506076,0.701866149865654,0.009788552930292004,0.8169974883397421,0.0039074509657343395,0.3592484664691436,0.009636084627237489,0.0,0.0,False
no_N1_DCRD,ablation,3,356081,0.3794960946000609,0.38518369863017066,0.0036128164161744673,0.27775588744615426,0.8379311359525832,0.9168059384921762,0.956632483649354,0.9071483951569774,0.7057138538355312,0.7952153086662292,0.3593075507214216,0.8848480739580793,0.018649325919851807,0.3160899853019467,0.236863264937306,0.8819805440507011,0.9393944735012235,0.9670975042836674,0.8978836164224158,-0.004239342769907198,0.4337299768579661,0.3186485099550025,0.7977062958901997,0.9000087395890067,0.9477419440961979,0.8911022552409003,0.041537994609610815,1.1395136729933895,0.8538990207921912,0.9701682597940497,0.9849740069020794,0.9923776382294212,0.9789106230860709,-0.015282955046854948,0.04917307325912535,0.03612599396531935,0.8429949849031677,0.9216837108052796,0.9592815530778983,0.912681896872133,0.004709268341304086,0.8421720343564649,0.2943040809348636,0.6523396736917785,0.310715443521701,12782,0.8637548193888721,4022,0.31026699696102183,0.8845117453918295,32188,0.2805439337892175,0.3044938204641998,0.3465681017759029,36210,33,0.35132327675819397,302.8040587902069,0.8330221097528022,0.0031252151356108795,0.6954227345002449,0.0060180842905362955,0.7908515731493632,0.01588926265220701,0.3652756122737646,0.008036335019338257,0.01619695394752707,-0.01353902602022894,True
no_N2a_hydro,ablation,3,318640,0.3624678120649085,0.36572918562732587,0.0027747983056275473,0.26624879293378245,0.8521491386718645,0.9233621115700664,0.9596610014603659,0.90394633754598,0.7051803036793782,0.826698362827301,0.359175484077719,0.8884781660318296,0.008069160463778754,0.31064852908460866,0.23610605291868167,0.8860089539885341,0.9415201752338365,0.9686365794944808,0.9071145258416901,-0.016476719302624895,0.40775399561967834,0.29639153294888326,0.8212113523634377,0.9079242623863979,0.9515430782093593,0.8909361351093551,0.0326150402301824,1.119897063243387,0.8511692494134014,0.9711865197087391,0.9855447331705063,0.9926001098471897,0.973725118251555,-0.05939905611441477,0.0462281100429596,0.033602663759304575,0.8612378252347361,0.9298135716844469,0.9635774555784371,0.9209344120771044,0.003697650235974573,0.8433571951230219,0.2945707514552942,0.6523396736917785,0.30577867028513817,12782,0.8638549572059804,4022,0.304041047237264,0.8891001157453937,32188,0.2748612373512388,0.30429170915662,0.33775080759698384,36210,26,0.3555222451686859,283.0444829463959,0.8494678714237865,0.0022839018416159905,0.6974260463884279,0.011059883216121294,0.8261420925458273,0.004761774376115964,0.36349931521356194,0.007227036751386148,-0.0008313285876253018,0.0006789766990523693,False
no_N2b_graph,ablation,3,281199,0.36420662962332156,0.36762758904119625,0.003949069133535673,0.26613937930532744,0.850727206537742,0.9228726872686823,0.9594614862570543,0.904563673488002,0.7044704878858143,0.8143128752708435,0.3540194053961086,0.8893190460509911,0.018228270107672705,0.3091326096788773,0.23432845805546818,0.8871187588013587,0.9420438181258581,0.9690225413135526,0.9097138232051177,-0.014157529100768264,0.4119829702260587,0.29795030055518673,0.8174835482277012,0.9070907133359282,0.950835978184202,0.885262982370596,0.050614069316113675,1.1144321301258395,0.844760968054063,0.9714670446745907,0.9856671980049347,0.992687870473178,0.9757773768989294,-0.05103830706026725,0.04670755964313645,0.03377938518131423,0.8583445868751819,0.9292297924293521,0.9630127423241528,0.9139378222189328,0.005738246065126601,0.8424964941473447,0.2949251464844151,0.6523396736917785,0.3046236960475113,12782,0.8677357121533812,4022,0.3030569441636235,0.8898168629991872,32188,0.2687741901806048,0.30294089840932176,0.3386823649994878,36210,25,0.354591429233551,246.49874424934387,0.847892275521529,0.0032763493473501482,0.6962769112140306,0.015172199375517035,0.812148372332255,0.012530136868965126,0.35791484442879495,0.01659953036278727,0.0009074889707877398,-0.0007429554350700807,False
no_N3_moe,ablation,3,298142,0.36511656664705644,0.3689154800108782,0.0026021440656802965,0.26733773245391457,0.8499803858687718,0.9226843524833985,0.959373799294307,0.9046455971439955,0.7022565394213529,0.8345395922660828,0.3564344745102585,0.8866012552313988,0.023435613630691368,0.31180506582019035,0.23741346730966706,0.8851586023610722,0.9409275057486108,0.9683237911970491,0.9068372526196287,-0.00428661736990605,0.4115796586435432,0.29726199759816213,0.8178407230310142,0.9078614548596224,0.9514233805608658,0.888825869258915,0.051157844631288786,1.1240664112667358,0.8558825158710593,0.9709715766431998,0.9853823609404786,0.9925759340103513,0.9783680654624038,-0.015453379994281521,0.04666183516884015,0.0337013505123279,0.8586217989132465,0.9296285078419099,0.9632385605083073,0.9146699039023088,0.005799895238996933,0.8414846721667101,0.29602779566453113,0.6523396736917785,0.3083410592548892,12782,0.8659249812424907,4022,0.30577098770490946,0.887834523507507,32188,0.2735138646336833,0.30271991800237497,0.34214293860732115,36210,27,0.35336706042289734,288.8546869754791,0.8468347194841317,0.002156776672926513,0.6932698479892362,0.0060151941593393635,0.8331110676129659,0.007988617563424718,0.3602856985372569,0.0033602099110616075,0.0018174259945226146,-0.0014897761040403301,False
no_N4_ecoloss,ablation,3,356081,0.3641423537042433,0.3670699420021892,0.004693441645004476,0.26700449830994655,0.8507798898146054,0.9227043929006226,0.9593357879912391,0.9038520111180482,0.7075256909578138,0.8201138973236084,0.35848660180299946,0.8885427050203982,0.011372136424535403,0.30879331955323686,0.23494693678005973,0.8873664096243802,0.9422697553442068,0.9692041788530086,0.9111315574134782,-0.019869168172589984,0.4121237597152402,0.2990620598398333,0.8173587819603351,0.906169026538309,0.9503159550087302,0.8844044263841715,0.04261344102166079,1.1132089788402169,0.8469906016520208,0.9715296433158779,0.9857315813267387,0.9926989766111494,0.9741265785882479,-0.0716289338073663,0.046723521327066524,0.033905428151567774,0.8582477526456959,0.9285074500323641,0.9627094035403377,0.9154399385293788,0.004831194428334073,0.844795817122796,0.29339670839832976,0.6523396736917785,0.3056901786355759,12782,0.8643766964139799,4022,0.3020098397103965,0.8905769441668806,32188,0.2745995102268316,0.30032144918519366,0.3363831908091369,36210,27,0.35169196128845215,277.1231999397278,0.8483460911347004,0.0038924400241298765,0.7000790840808814,0.011100142186475814,0.8200189272562662,0.0046996445320173965,0.36204979287693656,0.008868278703032913,0.0008432130517094794,-0.0006902721582067173,False
no_N5_annual,ablation,3,309232,0.3793958459969648,0.3826423375381065,0.005282064023045939,0.2781099377083729,0.8380167496466925,0.9185335883526671,0.9562089973126072,0.8833546115007014,0.6874329834441275,0.7976787090301514,0.3352753260683153,0.8802941396066929,0.06398445733977216,0.31904951205469423,0.24288920131945305,0.8797601833758386,0.9389343842611277,0.9674276904567612,0.9077386356275338,0.03899786216318716,0.43138129859460383,0.31333067409729265,0.7998912332439332,0.9007517816740122,0.9459528831271115,0.8572372951880618,0.08897105251635719,1.1501828534001732,0.8756226980237098,0.9696070199555135,0.9849183905255252,0.9922179981759391,0.9689277455115007,0.1405884388734798,0.048906797605174114,0.03552309733715867,0.8446907674698643,0.9251085738689332,0.9597867044707863,0.8892166804659674,0.010086875053200196,0.8339851207367297,0.3033073601107304,0.6523396736917785,0.31679983201169104,12782,0.8813707872401658,4022,0.31696366789318214,0.8794726463473214,32188,0.28106844563660477,0.3258320654444176,0.3383650226538731,36210,25,0.361479789018631,280.63844323158264,0.8352013091149798,0.004571139558080232,0.6789740680690518,0.01894677772298776,0.7973835666974386,0.011899145826751275,0.3386541544019565,0.007900634746632154,0.016096705344430973,-0.01345341232611963,True
no_N6_attr,ablation,3,355309,0.36408339114683635,0.36765131021791325,0.005203155327900869,0.26674206491440194,0.8508282098570151,0.9228932205098648,0.959444696653815,0.9041104992535183,0.7006537794683938,0.8203467726707458,0.3580221042926634,0.8866552957709297,0.01785580171783917,0.31090424301180003,0.23591014047521797,0.8858212106547114,0.9412113887434495,0.9688017787776811,0.9136520892804139,-0.005860936110107151,0.41042902321256486,0.2975739893535858,0.8188578089362876,0.9070871163976962,0.950933703875499,0.8872258993773878,0.04157253954578549,1.1208189198459477,0.8504629795806644,0.9711390638660687,0.9854796984879831,0.992594385018119,0.9757994880897033,-0.021128846085274336,0.04653138472880291,0.03373672182211808,0.859411183580463,0.9290841912334522,0.9630395366885917,0.9164666337625367,0.004713184783869559,0.8415503873203447,0.29682348853788476,0.6523396736917785,0.30826758003384214,12782,0.8647279278049156,4022,0.3045047122174845,0.8887616114456758,32188,0.26823145283403993,0.3067668999808172,0.34038033611925794,36210,27,0.3529775142669678,312.39409828186035,0.8478597313193265,0.0043254466916372615,0.6915826531306809,0.011781691459168254,0.8185359239578247,0.006855007544182519,0.3618686248371201,0.006712673534890899,0.0007842504943025297,-0.0006419521157969843,False
