epoch,train_loss,val_loss,train_rmse,val_rmse,train_mae,val_mae,train_r2,val_r2,lr,seconds
1,0.8590528142631502,0.8869273149304919,0.9162428379058838,0.9261587858200073,0.6926873922348022,0.7074755430221558,-0.06749820709228516,-0.029512405395507812,0.0,3.1960456371307373
2,0.3547551551439466,0.6109565802746348,0.5539647340774536,0.7674933671951294,0.42412513494491577,0.5837425589561462,0.6015664339065552,0.2930154800415039,0.0004,3.202646255493164
3,0.19694376942604336,0.44044343133767444,0.45087456703186035,0.651945173740387,0.3469083309173584,0.4993368983268738,0.7269912958145142,0.4898677468299866,0.0008,3.09745454788208
4,0.16564572687056048,0.31751544773578644,0.3991355895996094,0.5537485480308533,0.3085118234157562,0.42762577533721924,0.7975596189498901,0.6319677829742432,0.0012,3.356623411178589
5,0.15013750228616926,0.23297197661466068,0.37444114685058594,0.47422534227371216,0.2874102294445038,0.36788272857666016,0.8226637840270996,0.7300830483436584,0.0016,3.2891883850097656
6,0.13677656104167302,0.17662679072883394,0.3711489737033844,0.4134256839752197,0.285953551530838,0.3205881118774414,0.8247025012969971,0.7948575615882874,0.002,3.0999810695648193
7,0.12319973136173255,0.15144687249428695,0.3355471193790436,0.3832634687423706,0.25642096996307373,0.29543954133987427,0.8568012118339539,0.8236986994743347,0.0019983691039261358,3.0799314975738525
8,0.11048789498982606,0.1441054687731796,0.30910027027130127,0.37426137924194336,0.23837241530418396,0.2863723337650299,0.8761849999427795,0.8318833708763123,0.0019934817353485504,3.198260545730591
9,0.10737395837255147,0.14345286041498184,0.3188336193561554,0.37371307611465454,0.24511615931987762,0.28470614552497864,0.869139552116394,0.8323755860328674,0.001985353835847693,3.3355519771575928
10,0.0974559231488793,0.1421857619037231,0.2938872277736664,0.37225067615509033,0.2255476713180542,0.2826528251171112,0.8908506631851196,0.8336849212646484,0.0019740119169423336,3.125851631164551
11,0.0903184662987716,0.1407328928924269,0.29291510581970215,0.37045058608055115,0.22347508370876312,0.2809728980064392,0.890896737575531,0.8352895379066467,0.0019594929736144974,3.1783287525177
12,0.09071067425387877,0.1377996179378695,0.28990766406059265,0.36648690700531006,0.22012098133563995,0.27803221344947815,0.8915168642997742,0.8387953639030457,0.0019418443636395248,3.110400676727295
13,0.0801479842081882,0.13610301766958502,0.2728078365325928,0.36424538493156433,0.2068137228488922,0.276496559381485,0.9081630706787109,0.8407612442970276,0.0019211236531148502,3.3307366371154785
14,0.07995317069639404,0.13469233239690462,0.2722136974334717,0.3623640835285187,0.2084229439496994,0.27489009499549866,0.905985951423645,0.842401921749115,0.0018973984286913585,3.295579433441162
15,0.07381628459091667,0.1341385373638736,0.2629173696041107,0.36156949400901794,0.20083419978618622,0.2744969427585602,0.9124311804771423,0.8430923223495483,0.0018707460771197773,3.273425340652466
16,0.07235438328423946,0.1340623845656713,0.25628936290740967,0.36154747009277344,0.19707553088665009,0.2747659385204315,0.9170113801956177,0.8431113958358765,0.0018412535328311812,3.2839672565460205
17,0.07055641658713713,0.1341365155660444,0.2593929171562195,0.3615801930427551,0.20020923018455505,0.27530258893966675,0.914127767086029,0.8430830240249634,0.0018090169943749475,3.2855377197265625
18,0.06573248896611868,0.1347669685880343,0.24862362444400787,0.3624786138534546,0.19038468599319458,0.27646395564079285,0.9207289218902588,0.8423023223876953,0.0017741416106390826,3.184784412384033
19,0.06389146334858554,0.1350447806633181,0.24589353799819946,0.3628792464733124,0.1863202154636383,0.2769700288772583,0.9202331900596619,0.8419535160064697,0.001736741137876405,3.0419840812683105
20,0.0597945695122083,0.1355287664466434,0.2301674485206604,0.3635779619216919,0.17649729549884796,0.27784502506256104,0.9302101731300354,0.8413442969322205,0.0016969375686552938,3.127767562866211
21,0.060292764715310455,0.1361307901226812,0.23103022575378418,0.3642998933792114,0.17756697535514832,0.2786657512187958,0.9340212345123291,0.8407135605812073,0.0016548607339452852,3.3290035724639893
22,0.06336140605437494,0.1358123432017035,0.24750161170959473,0.36371251940727234,0.19036346673965454,0.27835947275161743,0.9203439950942993,0.8412268161773682,0.0016106478796354383,3.123154640197754
23,0.06254041167321028,0.13583950346542728,0.24814461171627045,0.3637129068374634,0.190658837556839,0.2786065340042114,0.9196456074714661,0.8412265181541443,0.0015644432188667695,3.1590628623962402
24,0.055093139318198384,0.13618374967740643,0.2257603108882904,0.36416110396385193,0.17361146211624146,0.27914607524871826,0.9355441331863403,0.84083491563797,0.001516397461638962,3.388262987136841
25,0.05342146582740674,0.13714867933756775,0.21863974630832672,0.36543163657188416,0.16788916289806366,0.28014740347862244,0.9390888214111328,0.8397223949432373,0.0014666673232256737,3.3157880306243896
26,0.051426558370204795,0.13787870067689154,0.21821515262126923,0.36643263697624207,0.16726039350032806,0.28105786442756653,0.9391372799873352,0.8388431072235107,0.0014154150130018866,3.053244113922119
27,0.05080867580793522,0.13922113780346182,0.22005212306976318,0.36822065711021423,0.1690259426832199,0.28259366750717163,0.9391413331031799,0.8372665047645569,0.001362807705350641,3.1038312911987305
28,0.04873777674915998,0.14006633104549515,0.2100023478269577,0.36933010816574097,0.16201703250408173,0.2834874391555786,0.9427859783172607,0.8362843990325928,0.0013090169943749475,3.2342569828033447
29,0.04701994150303877,0.14037972605890697,0.21482592821121216,0.36973807215690613,0.16398900747299194,0.28386756777763367,0.9437963366508484,0.8359224796295166,0.0012542183341934872,3.0689706802368164
30,0.04595458015465914,0.1409633761892716,0.20583008229732513,0.3706322908401489,0.15756356716156006,0.2846294939517975,0.9454371333122253,0.8351278901100159,0.0011985904666457455,3.121227502822876
31,0.04435704596064709,0.1411995150976711,0.20213282108306885,0.3709227740764618,0.15581199526786804,0.28494662046432495,0.949476420879364,0.834869384765625,0.0011423148382732854,3.1236698627471924
